,CrimeDate,CrimeTime,CrimeCode,Location,Description,Inside/Outside,Weapon,Post,District,Neighborhood,Longitude,Latitude,Location 1,Premise,Total Incidents,CrimeId,callDateTime,Priority,CallDescription,CallId
131147,2015-01-03 00:00:00,01:10:00,4E,1100 ARGYLE AV,COMMON ASSAULT,I,HANDS,123.0,CENTRAL,Upton,-76.6299,39.2983,"(39.2983000000, -76.6299000000)",ROW/TOWNHO,1,131147,2015-01-03 01:15:00,Medium,Common Assault,
131149,2015-01-03 00:00:00,00:07:00,1F,4500 ERDMAN AV,HOMICIDE,Inside,FIREARM,333.0,NORTHEASTERN,Orangeville Industrial Ar,-76.5633,39.30966,"(39.3096600000, -76.5633000000)",Common Bus,1,131149,2015-01-03 00:04:00,High,Shooting,
131150,2015-01-03 00:00:00,00:20:00,3AF,1800 DRUID HILL AV,ROBBERY - STREET,O,FIREARM,131.0,CENTRAL,Druid Heights,-76.6336,39.306020000000004,"(39.3060200000, -76.6336000000)",STREET,1,131150,2015-01-03 13:10:00,Medium,Narcotics Inside,
131152,2015-01-03 00:00:00,00:00:00,4E,2400 SHIRLEY AV,COMMON ASSAULT,I,HANDS,533.0,NORTHERN,Greenspring,-76.6578,39.33617,"(39.3361700000, -76.6578000000)",ROW/TOWNHO,1,131152,2015-01-03 11:18:00,Medium,Common Assault,
130983,2015-01-04 00:00:00,23:00:00,3AF,500 E 35TH ST,ROBBERY - STREET,O,FIREARM,543.0,NORTHERN,Waverly,-76.60879,39.33097,"(39.3309700000, -76.6087900000)",STREET,1,130983,2015-01-04 23:18:00,High,Robbery Armed,
130986,2015-01-04 00:00:00,23:00:00,7A,2100 HARMAN AV,AUTO THEFT,I,,831.0,SOUTHWESTERN,Morrell Park,-76.64936999999999,39.26491,"(39.2649100000, -76.6493700000)",ROW/TOWNHO,1,130986,2015-01-05 09:07:00,Medium,Auto Theft,
130992,2015-01-04 00:00:00,22:00:00,7A,2600 E STRATHMORE AV,AUTO THEFT,O,,421.0,NORTHEASTERN,Lauraville,-76.56962,39.351459999999996,"(39.3514600000, -76.5696200000)",STREET,1,130992,2015-01-05 08:16:00,Medium,Auto Theft,
130993,2015-01-04 00:00:00,21:45:00,6D,2800 FLEETWOOD AV,LARCENY FROM AUTO,O,,424.0,NORTHEASTERN,Westfield,-76.55634,39.36365,"(39.3636500000, -76.5563400000)",STREET,1,130993,2015-01-05 00:00:00,Low,Larceny f/Auto,
130995,2015-01-04 00:00:00,21:15:00,6D,400 E 30TH ST,LARCENY FROM AUTO,O,,513.0,NORTHERN,Abell,-76.61076,39.32476,"(39.3247600000, -76.6107600000)",STREET,1,130995,2015-01-05 07:51:00,Low,Larceny f/Auto,
130996,2015-01-04 00:00:00,21:00:00,6D,300 CHANCERY RD,LARCENY FROM AUTO,O,,542.0,NORTHERN,Guilford,-76.61135999999999,39.333859999999994,"(39.3338600000, -76.6113600000)",DRIVEWAY,1,130996,2015-01-05 07:47:00,Low,Larceny f/Auto,
130997,2015-01-04 00:00:00,21:00:00,7A,4500 LANIER AV,AUTO THEFT,O,,532.0,NORTHERN,Parklane,-76.66187,39.343790000000006,"(39.3437900000, -76.6618700000)",STREET,1,130997,2015-01-05 06:47:00,Medium,Auto Theft,
131000,2015-01-04 00:00:00,21:00:00,6C,500 PENNSYLVANIA AV,LARCENY,I,,143.0,CENTRAL,Seton Hill,-76.62409,39.294979999999995,"(39.2949800000, -76.6240900000)",GROCERY/CO,1,131000,2015-01-05 13:21:00,Low,Larceny,
131001,2015-01-04 00:00:00,21:00:00,7A,1500 MEDFORD RD,AUTO THEFT,I,,412.0,NORTHEASTERN,Ednor Gardens-Lakeside,-76.59328000000001,39.336,"(39.3360000000, -76.5932800000)",SALESMAN/C,1,131001,2015-01-05 17:52:00,Medium,Auto Theft,
131005,2015-01-04 00:00:00,20:30:00,6D,1000 S LINWOOD AV,LARCENY FROM AUTO,O,,232.0,SOUTHEASTERN,Canton,-76.57542,39.28067,"(39.2806700000, -76.5754200000)",PARKING LO,1,131005,2015-01-05 15:45:00,Low,Larceny f/Auto,
131008,2015-01-04 00:00:00,20:00:00,6D,2600 HALCYON AV,LARCENY FROM AUTO,O,,421.0,NORTHEASTERN,Lauraville,-76.57203,39.34733,"(39.3473300000, -76.5720300000)",STREET,1,131008,2015-01-05 07:23:00,Low,Larceny f/Auto,
131009,2015-01-04 00:00:00,19:45:00,3AF,3400 GWYNNS FALLS PW,ROBBERY - STREET,O,FIREARM,641.0,NORTHWESTERN,Hanlon-Longwood,-76.67469,39.31434,"(39.3143400000, -76.6746900000)",STREET,1,131009,2015-01-04 19:53:00,High,Robbery Armed,
131010,2015-01-04 00:00:00,19:45:00,3AF,3400 GWYNNS FALLS PW,ROBBERY - STREET,O,FIREARM,641.0,NORTHWESTERN,Hanlon-Longwood,-76.67469,39.31434,"(39.3143400000, -76.6746900000)",STREET,1,131010,2015-01-04 19:53:00,High,Robbery Armed,
131011,2015-01-04 00:00:00,19:45:00,7A,5000 CORLEY RD,AUTO THEFT,O,,821.0,SOUTHWESTERN,Wakefield,-76.70212,39.31279,"(39.3127900000, -76.7021200000)",STREET,1,131011,2015-01-05 07:37:00,Medium,Auto Theft,
131012,2015-01-04 00:00:00,19:45:00,4E,3400 GWYNNS FALLS PW,COMMON ASSAULT,I,HANDS,641.0,NORTHWESTERN,Hanlon-Longwood,-76.67469,39.31434,"(39.3143400000, -76.6746900000)",CONVENIENC,1,131012,2015-01-04 19:53:00,High,Robbery Armed,
131015,2015-01-04 00:00:00,19:10:00,4C,1000 ORLEANS ST,AGG. ASSAULT,O,OTHER,211.0,EASTERN,Pleasant View Gardens,-76.60355,39.29475,"(39.2947500000, -76.6035500000)",GAS STATIO,1,131015,2015-01-04 19:54:00,High,Aggrav Assault,
131020,2015-01-04 00:00:00,18:39:00,1F,1100 N WOODYEAR ST,HOMICIDE,Outside,FIREARM,743.0,WESTERN,Sandtown-Winchester,-76.63958000000001,39.30133,"(39.3013300000, -76.6395800000)",Alley,1,131020,2015-01-05 10:52:00,Non-Emergency,Foot Patrol,
131024,2015-01-04 00:00:00,18:30:00,6B,400 S HIGHLAND AV,LARCENY,O,,231.0,SOUTHEASTERN,Highlandtown,-76.56911,39.28748,"(39.2874800000, -76.5691100000)",STREET,1,131024,2015-01-04 04:20:00,Medium,Hit and Run,
131028,2015-01-04 00:00:00,18:00:00,4E,2800 KENT ST,COMMON ASSAULT,O,HANDS,921.0,SOUTHERN,Westport,-76.63391999999999,39.263009999999994,"(39.2630100000, -76.6339200000)",STREET,1,131028,2015-01-04 17:24:00,Medium,Common Assault,
131033,2015-01-04 00:00:00,17:30:00,7A,4600 SCHENLEY RD,AUTO THEFT,O,,541.0,NORTHERN,Evergreen,-76.63123,39.34732,"(39.3473200000, -76.6312300000)",STREET,1,131033,2015-01-05 10:29:00,Low,Larceny f/Auto,
131037,2015-01-04 00:00:00,17:05:00,5D,2200 POPLAR GROVE ST,BURGLARY,I,,811.0,SOUTHWESTERN,Walbrook,-76.66605,39.312979999999996,"(39.3129800000, -76.6660500000)",OTHER/RESI,1,131037,2015-01-05 11:17:00,Medium,Burglary,
131038,2015-01-04 00:00:00,17:00:00,6D,4900 CHALLEDON RD,LARCENY FROM AUTO,I,,821.0,SOUTHWESTERN,Wakefield,-76.69896999999999,39.31245,"(39.3124500000, -76.6989700000)",OTHER - IN,1,131038,2015-01-05 10:50:00,Low,Larceny f/Auto,
131039,2015-01-04 00:00:00,17:00:00,6J,200 GOODALE RD,LARCENY,I,,523.0,NORTHERN,Homeland,-76.6189,39.35538,"(39.3553800000, -76.6189000000)",ROW/TOWNHO,1,131039,2015-01-05 10:54:00,Low,Larceny,
131041,2015-01-04 00:00:00,16:00:00,3AF,2300 GWYNNS FALLS PW,ROBBERY - STREET,O,FIREARM,731.0,WESTERN,Mondawmin,-76.65423,39.31539,"(39.3153900000, -76.6542300000)",OTHER - OU,1,131041,2015-01-04 16:25:00,High,Robbery Armed,
131044,2015-01-04 00:00:00,15:48:00,3B,600 RAPPOLLA ST,ROBBERY - STREET,O,,242.0,SOUTHEASTERN,Greektown,-76.55286,39.28587,"(39.2858700000, -76.5528600000)",STREET,1,131044,2015-01-04 15:43:00,High,Robbery Unarmed,
131046,2015-01-04 00:00:00,15:00:00,6D,500 S CHARLES ST,LARCENY FROM AUTO,O,,941.0,SOUTHERN,Otterbein,-76.61478000000001,39.282790000000006,"(39.2827900000, -76.6147800000)",STREET,1,131046,2015-01-05 08:30:00,Low,Destruct Propty,
131048,2015-01-04 00:00:00,14:50:00,6J,300 W SARATOGA ST,LARCENY,O,,111.0,CENTRAL,Downtown,-76.61975,39.29291,"(39.2929100000, -76.6197500000)",STREET,1,131048,2015-01-05 11:22:00,Non-Emergency,TOWED VEHICLE,
131050,2015-01-04 00:00:00,14:30:00,4E,1800 E NORTH AV,COMMON ASSAULT,O,HANDS,331.0,EASTERN,Broadway East,-76.59222,39.31223,"(39.3122300000, -76.5922200000)",STREET,1,131050,2015-01-04 16:54:00,Medium,Common Assault,
131055,2015-01-04 00:00:00,13:00:00,6D,5000 DICKEY HILL RD,LARCENY FROM AUTO,O,,821.0,SOUTHWESTERN,Wakefield,-76.70161,39.31159,"(39.3115900000, -76.7016100000)",PARKING LO,1,131055,2015-01-05 10:20:00,Low,Larceny f/Auto,
131060,2015-01-04 00:00:00,11:00:00,6D,600 S DECKER AV,LARCENY FROM AUTO,O,,232.0,SOUTHEASTERN,Canton,-76.57361999999999,39.285059999999994,"(39.2850600000, -76.5736200000)",STREET,1,131060,2015-01-05 07:54:00,Low,Larceny f/Auto,
131061,2015-01-04 00:00:00,10:00:00,6D,4600 SCHENLEY RD,LARCENY FROM AUTO,O,,541.0,NORTHERN,Roland Park,-76.63129,39.347190000000005,"(39.3471900000, -76.6312900000)",STREET,1,131061,2015-01-05 10:29:00,Low,Larceny f/Auto,
131062,2015-01-04 00:00:00,09:13:00,1F,1900 62ND ST,HOMICIDE,Outside,FIREARM,441.0,NORTHEASTERN,Pulaski Industrial Area,-76.53226,39.31527,"(39.3152700000, -76.5322600000)",,1,131062,2015-01-04 09:13:00,High,Shooting,
131067,2015-01-04 00:00:00,03:00:00,5D,6000 BELAIR RD,BURGLARY,I,,445.0,NORTHEASTERN,Cedmont,-76.53889000000001,39.34746,"(39.3474600000, -76.5388900000)",OTHER - IN,1,131067,2015-01-04 05:55:00,Medium,Burglary,
131070,2015-01-04 00:00:00,01:33:00,4E,600 S MILTON AV,COMMON ASSAULT,O,HANDS,232.0,SOUTHEASTERN,Canton,-76.58142,39.284890000000004,"(39.2848900000, -76.5814200000)",YARD,1,131070,2015-01-04 01:33:00,Low,Other,
131073,2015-01-04 00:00:00,00:30:00,6E,300 SOUTHWAY,LARCENY,O,,512.0,NORTHERN,Oakenshawe,-76.6112,39.33117,"(39.3311700000, -76.6112000000)",DRIVEWAY,1,131073,2015-01-04 08:48:00,Low,Larceny f/Auto,
130866,2015-01-05 00:00:00,21:40:00,6D,0 S EAST AV,LARCENY FROM AUTO,O,,222.0,SOUTHEASTERN,Patterson Park Neighborho,-76.57183,39.291909999999994,"(39.2919100000, -76.5718300000)",PARKING LO,1,130866,2015-01-06 16:02:00,Low,Larceny f/Auto,
130867,2015-01-05 00:00:00,21:30:00,7A,500 HALF MILE CT,AUTO THEFT,O,,143.0,CENTRAL,Seton Hill,-76.62469,39.297470000000004,"(39.2974700000, -76.6246900000)",STREET,1,130867,2015-01-05 21:42:00,Medium,Auto Theft,
130871,2015-01-05 00:00:00,21:00:00,4E,400 IMLA ST,COMMON ASSAULT,I,HANDS,241.0,SOUTHEASTERN,Bayview,-76.53904,39.28852,"(39.2885200000, -76.5390400000)",ROW/TOWNHO,1,130871,2015-01-06 00:58:00,Medium,Common Assault,
130873,2015-01-05 00:00:00,21:00:00,6E,2600 W PATAPSCO AV,LARCENY,O,,923.0,SOUTHERN,Lakeland,-76.65356,39.253479999999996,"(39.2534800000, -76.6535600000)",PARKING LO,1,130873,2015-01-06 08:43:00,Low,Larceny f/Auto,
130874,2015-01-05 00:00:00,20:55:00,4F,1400 E COLD SPRING LA,ASSAULT BY THREAT,I,,413.0,NORTHEASTERN,New Northwood,-76.59356,39.345929999999996,"(39.3459300000, -76.5935600000)",CONVENIENC,1,130874,2015-01-06 18:34:00,Low,Larceny,
130876,2015-01-05 00:00:00,20:05:00,3CF,100 N DECKER AV,ROBBERY - COMMERCIAL,I,FIREARM,222.0,SOUTHEASTERN,Patterson Park Neighborho,-76.5741,39.293620000000004,"(39.2936200000, -76.5741000000)",CONVENIENC,1,130876,2015-01-05 03:17:00,Medium,Family Disturb,
130878,2015-01-05 00:00:00,20:00:00,6E,2400 MARBOURNE AV,LARCENY,O,,923.0,SOUTHERN,Lakeland,-76.65154,39.25428,"(39.2542800000, -76.6515400000)",STREET,1,130878,2015-01-05 20:01:00,Medium,*CK WELL BEING,
130879,2015-01-05 00:00:00,20:00:00,4C,1800 EDMONDSON AV,AGG. ASSAULT,I,OTHER,722.0,WESTERN,Harlem Park,-76.64607,39.29522,"(39.2952200000, -76.6460700000)",TAVERN/NIG,1,130879,2015-01-06 13:39:00,High,Aggrav Assault,
130881,2015-01-05 00:00:00,19:30:00,6D,5700 PIMLICO RD,LARCENY FROM AUTO,O,,533.0,NORTHERN,Mount Washington,-76.67164,39.36122,"(39.3612200000, -76.6716400000)",STREET,1,130881,2015-01-06 08:50:00,Low,Larceny f/Auto,
130884,2015-01-05 00:00:00,19:00:00,6D,100 BELLEMORE RD,LARCENY FROM AUTO,O,,521.0,NORTHERN,The Orchards,-76.62871,39.36775,"(39.3677500000, -76.6287100000)",STREET,1,130884,2015-01-06 16:32:00,Low,Larceny f/Auto,
130888,2015-01-05 00:00:00,19:00:00,7A,2900 WYMAN PW,AUTO THEFT,O,,511.0,NORTHERN,Remington,-76.62031999999999,39.32336,"(39.3233600000, -76.6203200000)",STREET,1,130888,2015-01-06 07:46:00,Medium,Auto Theft,
130891,2015-01-05 00:00:00,18:30:00,6D,5700 PIMLICO RD,LARCENY FROM AUTO,O,,533.0,NORTHERN,Mount Washington,-76.67164,39.36122,"(39.3612200000, -76.6716400000)",STREET,1,130891,2015-01-06 08:50:00,Low,Larceny f/Auto,
130895,2015-01-05 00:00:00,18:00:00,5A,1700 E 30TH ST,BURGLARY,I,,411.0,NORTHEASTERN,Coldstream Homestead Mont,-76.59147,39.32537,"(39.3253700000, -76.5914700000)",ROW/TOWNHO,1,130895,2015-01-05 19:05:00,Medium,Burglary,
130899,2015-01-05 00:00:00,18:00:00,5A,3400 PIEDMONT AV,BURGLARY,I,,641.0,NORTHWESTERN,Hanlon-Longwood,-76.67506,39.31629,"(39.3162900000, -76.6750600000)",ROW/TOWNHO,1,130899,2015-01-06 20:46:00,Medium,Burglary,
130900,2015-01-05 00:00:00,17:30:00,7A,1500 EDMONDSON AV,AUTO THEFT,O,,713.0,WESTERN,Harlem Park,-76.64166,39.29531,"(39.2953100000, -76.6416600000)",STREET,1,130900,2015-01-06 08:20:00,Medium,Auto Theft,
130904,2015-01-05 00:00:00,16:10:00,4E,800 GEORGE ST,COMMON ASSAULT,I,HANDS,123.0,CENTRAL,Upton,-76.63197,39.29542,"(39.2954200000, -76.6319700000)",ROW/TOWNHO,1,130904,2015-01-05 16:45:00,Medium,Common Assault,
130905,2015-01-05 00:00:00,16:00:00,5A,1600 CHILTON ST,BURGLARY,I,,411.0,NORTHEASTERN,Coldstream Homestead Mont,-76.59326999999999,39.32755,"(39.3275500000, -76.5932700000)",VACANT BUI,1,130905,2015-01-05 10:30:00,Medium,Disorderly,
130906,2015-01-05 00:00:00,16:00:00,6E,600 E 25TH ST,LARCENY,O,,342.0,NORTHEASTERN,East Baltimore Midway,-76.60614,39.31821,"(39.3182100000, -76.6061400000)",PARKING LO,1,130906,2015-01-06 11:09:00,Low,Larceny f/Auto,
130910,2015-01-05 00:00:00,15:30:00,4E,2800 N DUKELAND ST,COMMON ASSAULT,I,HANDS,611.0,NORTHWESTERN,Hanlon-Longwood,-76.665,39.31839,"(39.3183900000, -76.6650000000)",SCHOOL,1,130910,2015-01-05 16:27:00,Out of Service,Common Assault,
130911,2015-01-05 00:00:00,15:20:00,6D,0 N LINWOOD AV,LARCENY FROM AUTO,O,,222.0,SOUTHEASTERN,Patterson Park Neighborho,-76.57625999999999,39.29285,"(39.2928500000, -76.5762600000)",STREET,1,130911,2015-01-05 15:27:00,Low,Larceny f/Auto,
130912,2015-01-05 00:00:00,15:00:00,6G,300 W LOMBARD ST,LARCENY,I,,111.0,CENTRAL,Downtown,-76.61950999999999,39.2876,"(39.2876000000, -76.6195100000)",ROW/TOWNHO,1,130912,2015-01-05 15:06:00,Low,Larceny,
130916,2015-01-05 00:00:00,14:55:00,6G,1100 S PONCA ST,LARCENY,I,,233.0,SOUTHEASTERN,Canton Industrial Area,-76.5545,39.280429999999996,"(39.2804300000, -76.5545000000)",OTHER - IN,1,130916,2015-01-05 15:10:00,Low,Larceny,
130918,2015-01-05 00:00:00,14:05:00,6C,3100 GREENMOUNT AV,LARCENY,I,,513.0,NORTHERN,Better Waverly,-76.60938,39.32691,"(39.3269100000, -76.6093800000)",OTHER - IN,1,130918,2015-01-05 13:42:00,Low,Larceny,
130920,2015-01-05 00:00:00,13:30:00,1O,1100 N CARROLLTON AV,HOMICIDE,Inside,OTHER,743.0,WESTERN,Sandtown-Winchester,-76.63746,39.30138,"(39.3013800000, -76.6374600000)",Dwelling,1,130920,2015-01-05 13:22:00,High,AED NONBREATHIG,
130925,2015-01-05 00:00:00,13:15:00,6D,1900 CRESTVIEW RD,LARCENY FROM AUTO,O,,415.0,NORTHEASTERN,Loch Raven,-76.57913,39.35751,"(39.3575100000, -76.5791300000)",STREET,1,130925,2015-01-05 12:54:00,Low,Larceny f/Auto,
130933,2015-01-05 00:00:00,11:01:00,5A,1500 N CAROLINE ST,BURGLARY,I,,343.0,EASTERN,Oliver,-76.59817,39.3076,"(39.3076000000, -76.5981700000)",ROW/TOWNHO,1,130933,2015-01-05 05:06:00,Medium,Common Assault,
130935,2015-01-05 00:00:00,11:00:00,6G,2600 W PATAPSCO AV,LARCENY,I,,923.0,SOUTHERN,Lakeland,-76.65422,39.25377,"(39.2537700000, -76.6542200000)",CAR  REPAI,1,130935,2015-01-06 08:43:00,Low,Larceny f/Auto,
130937,2015-01-05 00:00:00,11:00:00,6J,300 ILCHESTER AV,LARCENY,I,,513.0,NORTHERN,Harwood,-76.61239,39.32278,"(39.3227800000, -76.6123900000)",ROW/TOWNHO,1,130937,2015-01-05 20:41:00,Low,Larceny,
130939,2015-01-05 00:00:00,10:30:00,6G,3700 W GARRISON AV,LARCENY,I,,613.0,NORTHWESTERN,Langston Hughes,-76.67867,39.344190000000005,"(39.3441900000, -76.6786700000)",ROW/TOWNHO,1,130939,2015-01-05 13:42:00,Medium,Family Disturb,
130942,2015-01-05 00:00:00,09:30:00,6D,600 W NORTH AV,LARCENY FROM AUTO,O,,133.0,CENTRAL,Reservoir Hill,-76.62653,39.310829999999996,"(39.3108300000, -76.6265300000)",YARD/BUSIN,1,130942,2015-01-05 16:16:00,Low,Larceny f/Auto,
130943,2015-01-05 00:00:00,09:30:00,6G,3200 WINDSOR AV,LARCENY,O,,811.0,SOUTHWESTERN,Walbrook,-76.67133000000001,39.312129999999996,"(39.3121300000, -76.6713300000)",YARD/BUSIN,1,130943,2015-01-05 14:05:00,Low,Larceny,
130944,2015-01-05 00:00:00,09:00:00,6D,200 S REGESTER ST,LARCENY FROM AUTO,O,,213.0,SOUTHEASTERN,Fells Point,-76.5925,39.28904,"(39.2890400000, -76.5925000000)",STREET,1,130944,2015-01-05 10:22:00,Low,Larceny f/Auto,
130945,2015-01-05 00:00:00,09:00:00,5A,4500 PALL MALL RD,BURGLARY,I,,532.0,NORTHERN,Parklane,-76.66453,39.34211,"(39.3421100000, -76.6645300000)",ROW/TOWNHO,1,130945,2015-01-05 17:19:00,Medium,Burglary,
130949,2015-01-05 00:00:00,08:00:00,5B,2400 W LEXINGTON ST,BURGLARY,I,,714.0,WESTERN,Penrose/Fayette Street Ou,-76.65469,39.29027,"(39.2902700000, -76.6546900000)",ROW/TOWNHO,1,130949,2015-01-05 18:01:00,Medium,*ATTEMPT,
130951,2015-01-05 00:00:00,08:00:00,6G,3700 W ROGERS AV,LARCENY,I,,633.0,NORTHWESTERN,Arlington,-76.68489,39.350840000000005,"(39.3508400000, -76.6848900000)",SCHOOL,1,130951,2015-01-05 13:31:00,Medium,*INVEST TROUBLE,
130954,2015-01-05 00:00:00,07:40:00,6G,100 DIENER PL,LARCENY,I,,843.0,SOUTHWESTERN,Irvington,-76.68765,39.28374,"(39.2837400000, -76.6876500000)",APT/CONDO,1,130954,2015-01-05 17:26:00,Low,Larceny,
130961,2015-01-05 00:00:00,05:00:00,5A,5300 SELFRIDGE AV,BURGLARY,I,,433.0,NORTHEASTERN,Armistead Gardens,-76.55198,39.30277,"(39.3027700000, -76.5519800000)",OTHER/RESI,1,130961,2015-01-05 16:42:00,Medium,Burglary,
130962,2015-01-05 00:00:00,04:50:00,6J,3900 PENNINGTON AV,LARCENY,I,,911.0,SOUTHERN,Curtis Bay,-76.58884,39.229729999999996,"(39.2297300000, -76.5888400000)",SINGLE HOU,1,130962,2015-01-05 04:50:00,Low,Larceny,
130963,2015-01-05 00:00:00,04:50:00,7A,4800 BOWLAND AV,AUTO THEFT,O,,443.0,NORTHEASTERN,Frankford,-76.55057,39.318940000000005,"(39.3189400000, -76.5505700000)",STREET,1,130963,2015-01-05 05:58:00,Medium,Auto Theft,
130973,2015-01-05 00:00:00,03:00:00,7A,2600 BARCLAY ST,AUTO THEFT,O,,513.0,NORTHERN,Harwood,-76.61108,39.31973,"(39.3197300000, -76.6110800000)",STREET,1,130973,2015-01-06 03:38:00,Medium,Auto Theft,
130974,2015-01-05 00:00:00,02:15:00,4E,1700 WAVERLY WY,COMMON ASSAULT,I,HANDS,415.0,NORTHEASTERN,Loch Raven,-76.58081999999999,39.36598,"(39.3659800000, -76.5808200000)",ROW/TOWNHO,1,130974,2015-01-05 02:13:00,Medium,Common Assault,
130975,2015-01-05 00:00:00,02:00:00,5A,100 N FULTON AV,BURGLARY,I,,711.0,WESTERN,Franklin Square,-76.64527,39.29005,"(39.2900500000, -76.6452700000)",APT/CONDO,1,130975,2015-01-05 10:22:00,Medium,Burglary,
130977,2015-01-05 00:00:00,01:00:00,7A,6300 FERNBANK AV,AUTO THEFT,O,,423.0,NORTHEASTERN,Hamilton Hills,-76.56567,39.36309,"(39.3630900000, -76.5656700000)",STREET,1,130977,2015-01-05 07:49:00,Medium,Auto Theft,
130978,2015-01-05 00:00:00,00:01:00,6D,2800 CHRISTOPHER AV,LARCENY FROM AUTO,O,,423.0,NORTHEASTERN,Hamilton Hills,-76.56036,39.3599,"(39.3599000000, -76.5603600000)",STREET,1,130978,2015-01-05 07:42:00,Low,Larceny f/Auto,
130775,2015-01-06 00:00:00,21:33:00,4D,4800 MANNASOTA AV,AGG. ASSAULT,I,HANDS,443.0,NORTHEASTERN,Frankford,-76.55667,39.33202,"(39.3320200000, -76.5566700000)",ROW/TOWNHO,1,130775,2015-01-06 21:18:00,Medium,Common Assault,
130777,2015-01-06 00:00:00,21:30:00,6E,3900 EDNOR RD,LARCENY,O,,412.0,NORTHEASTERN,Ednor Gardens-Lakeside,-76.5993,39.33542,"(39.3354200000, -76.5993000000)",STREET,1,130777,2015-01-07 16:51:00,Low,Larceny f/Auto,
130778,2015-01-06 00:00:00,21:30:00,3CF,800 BELGIAN AV,ROBBERY - COMMERCIAL,O,FIREARM,542.0,NORTHERN,Pen Lucy,-76.60443000000001,39.34044,"(39.3404400000, -76.6044300000)",STREET,1,130778,2015-01-06 21:27:00,High,Robbery Armed,
130786,2015-01-06 00:00:00,20:30:00,6D,1500 NORTHWICK RD,LARCENY FROM AUTO,O,,412.0,NORTHEASTERN,Hillen,-76.59096,39.34355,"(39.3435500000, -76.5909600000)",STREET,1,130786,2015-01-07 09:39:00,Low,Larceny f/Auto,
130790,2015-01-06 00:00:00,20:00:00,6D,2300 ROUND RD,LARCENY FROM AUTO,O,,922.0,SOUTHERN,Cherry Hill,-76.62640999999999,39.25336,"(39.2533600000, -76.6264100000)",STREET,1,130790,2015-01-06 21:48:00,Low,Larceny f/Auto,
130798,2015-01-06 00:00:00,19:11:00,7C,2100 E PRATT ST,AUTO THEFT,O,,212.0,SOUTHEASTERN,Butcher's Hill,-76.58686,39.28953,"(39.2895300000, -76.5868600000)",STREET,1,130798,2015-01-06 19:09:00,Low,Bike Larceny,
130800,2015-01-06 00:00:00,18:30:00,6D,3300 AILSA AV,LARCENY FROM AUTO,O,,426.0,NORTHEASTERN,Waltherson,-76.56224,39.344559999999994,"(39.3445600000, -76.5622400000)",DRIVEWAY,1,130800,2015-01-07 08:07:00,Low,Larceny f/Auto,
130801,2015-01-06 00:00:00,18:30:00,6C,1400 E COLD SPRING LA,LARCENY,I,,413.0,NORTHEASTERN,New Northwood,-76.59356,39.345929999999996,"(39.3459300000, -76.5935600000)",RETAIL/SMA,1,130801,2015-01-06 18:34:00,Low,Larceny,
130802,2015-01-06 00:00:00,18:15:00,4E,1200 E EAGER ST,COMMON ASSAULT,I,HANDS,312.0,EASTERN,Oldtown,-76.60065999999999,39.301590000000004,"(39.3015900000, -76.6006600000)",ROW/TOWNHO,1,130802,2015-01-06 18:04:00,Medium,Common Assault,
130804,2015-01-06 00:00:00,17:45:00,3AK,2800 BERWICK AV,ROBBERY - STREET,I,KNIFE,424.0,NORTHEASTERN,North Harford Road,-76.55499,39.36571,"(39.3657100000, -76.5549900000)",APT/CONDO,1,130804,2015-01-06 18:07:00,High,Robbery Armed,
130806,2015-01-06 00:00:00,17:00:00,6C,500 W MULBERRY ST,LARCENY,O,,121.0,CENTRAL,University Of Maryland,-76.62337,39.29375,"(39.2937500000, -76.6233700000)",GAS STATIO,1,130806,2015-01-06 16:52:00,Low,Larceny,
130809,2015-01-06 00:00:00,16:00:00,6D,1500 NORTHGATE RD,LARCENY FROM AUTO,O,,412.0,NORTHEASTERN,Hillen,-76.5906,39.34512,"(39.3451200000, -76.5906000000)",STREET,1,130809,2015-01-07 04:57:00,Low,Larceny f/Auto,
130816,2015-01-06 00:00:00,15:00:00,6C,0 W EAGER ST,LARCENY,I,,141.0,CENTRAL,Mid-Town Belvedere,-76.61666,39.30095,"(39.3009500000, -76.6166600000)",GROCERY/CO,1,130816,2015-01-06 14:50:00,Low,Larceny,
130822,2015-01-06 00:00:00,13:45:00,3JF,0 HAMILL CT,ROBBERY - RESIDENCE,I,FIREARM,541.0,NORTHERN,Cross Keys,-76.64534,39.353,"(39.3530000000, -76.6453400000)",APT/CONDO,1,130822,2015-01-06 13:52:00,High,*HOME INVASION,
130823,2015-01-06 00:00:00,13:30:00,7C,3100 CARLISLE AV,AUTO THEFT,O,,641.0,NORTHWESTERN,Hanlon-Longwood,-76.67018,39.31839,"(39.3183900000, -76.6701800000)",STREET,1,130823,2015-01-06 13:32:00,Medium,Auto Theft,
130824,2015-01-06 00:00:00,13:15:00,6G,2500 N HOWARD ST,LARCENY,O,,511.0,NORTHERN,Remington,-76.61976,39.317809999999994,"(39.3178100000, -76.6197600000)",GAS STATIO,1,130824,2015-01-06 15:03:00,Low,Larceny,
130826,2015-01-06 00:00:00,12:50:00,4E,600 N KENWOOD AV,COMMON ASSAULT,I,HANDS,221.0,SOUTHEASTERN,McElderry Park,-76.57798000000001,39.29825,"(39.2982500000, -76.5779800000)",ROW/TOWNHO,1,130826,2015-01-06 13:01:00,Medium,Common Assault,
