Unnamed: 0,CrimeDate,CrimeTime,CrimeCode,Location,Description,Inside/Outside,Weapon,Post,District,Neighborhood,Longitude,Latitude,Location 1,Premise,Total Incidents,callDateTime,Priority,CallDescription,Season,Month,Hour
31238,2017-01-19,19:00:00,6D,4200 WICKFORD RD,LARCENY FROM AUTO,,NONE,541.0,NORTHERN,Roland Park,-76.62663,39.34035,"(39.3403500000, -76.6266300000)",,1,2017-01-20 09:37:00,Low,LARCENY F/AUTO,winter,1,19
31239,2017-01-19,19:00:00,6D,800 WEDGEWOOD RD,LARCENY FROM AUTO,,NONE,823.0,SOUTHWESTERN,West Hills,-76.70612,39.29449,"(39.2944900000, -76.7061200000)",,1,2017-01-20 05:55:00,Low,LARCENY F/AUTO,winter,1,19
31244,2017-01-19,18:30:00,6E,3000 SHANNON DR,LARCENY,,NONE,432.0,NORTHEASTERN,Belair-Edison,-76.56774,39.32524,"(39.3252400000, -76.5677400000)",,1,2017-01-20 14:34:00,Low,LARCENY F/AUTO,winter,1,18
31255,2017-01-19,17:50:00,7A,0 N PORT ST,AUTO THEFT,Outside,NONE,221.0,SOUTHEASTERN,Patterson Place,-76.58267,39.29265,"(39.2926500000, -76.5826700000)",STREET,1,2017-01-19 17:51:00,Medium,AUTO THEFT,winter,1,17
31256,2017-01-19,17:30:00,5A,1300 CAMBRIA ST,BURGLARY,,NONE,911.0,SOUTHERN,Curtis Bay,-76.59111,39.23224,"(39.2322400000, -76.5911100000)",,1,2017-01-19 17:38:00,Medium,BURGLARY,winter,1,17
31258,2017-01-19,17:00:00,6D,800 S BOULDIN ST,LARCENY FROM AUTO,Outside,NONE,232.0,SOUTHEASTERN,Canton,-76.57047,39.28273,"(39.2827300000, -76.5704700000)",STREET,1,2017-01-20 08:32:00,Low,LARCENY F/AUTO,winter,1,17
31261,2017-01-19,16:49:00,3B,500 N CLINTON ST,ROBBERY - STREET,Outside,NONE,224.0,SOUTHEASTERN,Ellwood Park/Monument,-76.5707,39.29728,"(39.2972800000, -76.5707000000)",STREET,1,2017-01-19 16:25:00,Medium,FAMILY DISTURB,winter,1,16
31268,2017-01-19,16:00:00,3AF,200 W MONUMENT ST,ROBBERY - STREET,Outside,FIREARM,142.0,CENTRAL,Mount Vernon,-76.61905,39.29742,"(39.2974200000, -76.6190500000)",STREET,1,2017-01-20 07:39:00,Low,MALE SLEEP,winter,1,16
31270,2017-01-19,15:22:00,4C,1700 CLARKSON ST,AGG. ASSAULT,Outside,OTHER,942.0,SOUTHERN,South Baltimore,-76.61591999999997,39.27002,"(39.2700200000, -76.6159200000)",STREET,1,2017-01-19 15:23:00,High,AGGRAV ASSAULT,winter,1,15
31274,2017-01-19,15:00:00,6D,200 MALLOW HILL RD,LARCENY FROM AUTO,,NONE,823.0,SOUTHWESTERN,Westgate,-76.71002,39.28084000000001,"(39.2808400000, -76.7100200000)",,1,2017-01-20 09:39:00,Low,LARCENY F/AUTO,winter,1,15
31298,2017-01-19,12:25:00,6J,300 W LANVALE ST,LARCENY,Inside,NONE,132.0,CENTRAL,Bolton Hill,-76.62536999999998,39.30434,"(39.3043400000, -76.6253700000)",ROW/TOWNHO,1,2017-01-20 09:19:00,Medium,AUTO THEFT,winter,1,12
31300,2017-01-19,12:23:00,6G,2700 GEORGETOWN RD,LARCENY,,NONE,831.0,SOUTHWESTERN,Morrell Park,-76.65929,39.26674000000001,"(39.2667400000, -76.6592900000)",,1,2017-01-19 18:00:00,Low,LARCENY,winter,1,12
31311,2017-01-19,10:14:00,7A,700 S ANN ST,AUTO THEFT,Outside,NONE,213.0,SOUTHEASTERN,Fells Point,-76.59128,39.28347,"(39.2834700000, -76.5912800000)",STREET,1,2017-01-19 10:14:00,Medium,AUTO THEFT,winter,1,10
31312,2017-01-19,10:12:00,4C,2500 DULANY ST,AGG. ASSAULT,,OTHER,841.0,SOUTHWESTERN,Millhill,-76.65602,39.28111,"(39.2811100000, -76.6560200000)",,1,2017-01-19 09:58:00,Medium,COMMON ASSAULT,winter,1,10
31317,2017-01-19,10:02:00,6C,2500 N CHARLES ST,LARCENY,Inside,NONE,512.0,NORTHERN,Charles Village,-76.61706,39.31819,"(39.3181900000, -76.6170600000)",DRUG STORE,1,2017-01-19 10:07:00,Low,LARCENY,winter,1,10
31318,2017-01-19,10:00:00,6E,1600 N CALHOUN ST,LARCENY,Outside,NONE,742.0,WESTERN,Sandtown-Winchester,-76.64256,39.30727,"(39.3072700000, -76.6425600000)",STREET,1,2017-01-19 15:45:00,Low,LARCENY F/AUTO,winter,1,10
31337,2017-01-19,07:00:00,6J,400 MCMECHEN ST,LARCENY,Outside,NONE,132.0,CENTRAL,Madison Park,-76.63018000000002,39.30561,"(39.3056100000, -76.6301800000)",STREET,1,2017-01-19 06:39:00,Low,LARCENY,winter,1,7
31338,2017-01-19,06:45:00,4E,100 N CURLEY ST,COMMON ASSAULT,Outside,HANDS,222.0,SOUTHEASTERN,Patterson Park Neighborho,-76.5756,39.29356,"(39.2935600000, -76.5756000000)",STREET,1,2017-01-19 06:43:00,Medium,DISORDERLY,winter,1,6
31345,2017-01-19,04:22:00,4C,2000 W LANVALE ST,AGG. ASSAULT,Inside,OTHER,722.0,WESTERN,Midtown-Edmondson,-76.65004,39.29743,"(39.2974300000, -76.6500400000)",UNKNOWN,1,2017-01-19 04:16:00,Medium,COMMON ASSAULT,winter,1,4
31351,2017-01-19,01:50:00,6D,1500 GLENEAGLE RD,LARCENY FROM AUTO,Outside,NONE,415.0,NORTHEASTERN,Loch Raven,-76.58624,39.36232,"(39.3623200000, -76.5862400000)",STREET,1,2017-01-19 09:37:00,Low,LARCENY F/AUTO,winter,1,1
31352,2017-01-19,01:40:00,4E,6600 EBERLE DR,COMMON ASSAULT,Inside,HANDS,631.0,NORTHWESTERN,Reisterstown Station,-76.70851,39.35442000000001,"(39.3544200000, -76.7085100000)",APT/CONDO,1,2017-01-19 03:55:00,Non-Emergency,Private Tow,winter,1,1
31355,2017-01-19,01:00:00,6D,1600 GLENEAGLE RD,LARCENY FROM AUTO,Outside,NONE,415.0,NORTHEASTERN,Loch Raven,-76.5842,39.36053,"(39.3605300000, -76.5842000000)",STREET,1,2017-01-19 19:26:00,Low,LARCENY F/AUTO,winter,1,1
31357,2017-01-19,00:10:00,3AF,5600 THE ALAMEDA,ROBBERY - STREET,Outside,FIREARM,522.0,NORTHERN,Glen Oaks,-76.59543000000002,39.35732,"(39.3573200000, -76.5954300000)",STREET,1,2017-01-19 01:01:00,High,ROBBERY ARMED,winter,1,0
131266,2015-01-01,23:17:00,7A,3200 JUNEAU PL,AUTO THEFT,Outside,NONE,422.0,NORTHEASTERN,Arcadia,-76.57016,39.33376,"(39.3337600000, -76.5701600000)",STREET,1,2015-01-01 23:03:00,Medium,Suspicious Pers,winter,1,23
131267,2015-01-01,23:15:00,7A,800 N PORT ST,AUTO THEFT,Outside,NONE,323.0,EASTERN,Milton-Montford,-76.58314,39.30029,"(39.3002900000, -76.5831400000)",STREET,1,2015-01-01 01:16:00,Low,RECOVERED VEH,winter,1,23
131268,2015-01-01,23:00:00,7A,3200 LAWNVIEW AV,AUTO THEFT,Inside,NONE,434.0,NORTHEASTERN,Belair-Edison,-76.57304,39.31947,"(39.3194700000, -76.5730400000)",ROW/TOWNHO,1,2015-01-02 08:22:00,Medium,Auto Theft,winter,1,23
131273,2015-01-01,22:15:00,6D,1200 RAMBLEWOOD RD,LARCENY FROM AUTO,Outside,NONE,414.0,NORTHEASTERN,Ramblewood,-76.59326999999998,39.36257,"(39.3625700000, -76.5932700000)",STREET,1,2015-01-02 07:46:00,Low,Larceny f/Auto,winter,1,22
131278,2015-01-01,21:00:00,6D,5800 BLAND AV,LARCENY FROM AUTO,Outside,NONE,632.0,NORTHWESTERN,Glen,-76.68072,39.35743,"(39.3574300000, -76.6807200000)",STREET,1,2015-01-02 18:06:00,Low,Larceny f/Auto,winter,1,21
131281,2015-01-01,21:00:00,7C,300 S CONKLING ST,AUTO THEFT,Outside,NONE,231.0,SOUTHEASTERN,Highlandtown,-76.56730999999998,39.28843,"(39.2884300000, -76.5673100000)",STREET,1,2015-01-02 08:39:00,Medium,Auto Theft,winter,1,21
131283,2015-01-01,20:36:00,5A,0 S LINWOOD AV,BURGLARY,Inside,NONE,222.0,SOUTHEASTERN,Patterson Park Neighborho,-76.57611999999997,39.29177,"(39.2917700000, -76.5761200000)",ROW/TOWNHO,1,2015-01-01 20:33:00,Medium,Burglary,winter,1,20
131284,2015-01-01,20:30:00,7A,2300 WILKENS AV,AUTO THEFT,Outside,NONE,841.0,SOUTHWESTERN,Carrollton Ridge,-76.65305,39.28,"(39.2800000000, -76.6530500000)",STREET,1,2015-01-02 12:39:00,Medium,Disorderly,winter,1,20
131286,2015-01-01,20:22:00,3CF,1000 GREENMOUNT AV,ROBBERY - COMMERCIAL,Inside,FIREARM,311.0,EASTERN,Johnston Square,-76.60725,39.30143,"(39.3014300000, -76.6072500000)",GROCERY/CO,1,2015-01-01 20:19:00,High,Robbery Armed,winter,1,20
131289,2015-01-01,20:00:00,7A,500 MILLINGTON AV,AUTO THEFT,Outside,NONE,841.0,SOUTHWESTERN,Millhill,-76.65611,39.27932,"(39.2793200000, -76.6561100000)",STREET,1,2015-01-01 20:49:00,Medium,*ATTEMPT,winter,1,20
131294,2015-01-01,19:30:00,6D,5100 THE ALAMEDA,LARCENY FROM AUTO,Outside,NONE,524.0,NORTHERN,Kenilworth Park,-76.5989,39.35041,"(39.3504100000, -76.5989000000)",STREET,1,2015-01-01 22:32:00,Low,Larceny f/Auto,winter,1,19
131296,2015-01-01,19:00:00,6E,100 N CENTRAL AV,LARCENY,Outside,NONE,211.0,SOUTHEASTERN,Pleasant View Gardens,-76.59982,39.29287,"(39.2928700000, -76.5998200000)",STREET,1,2015-01-02 11:09:00,Low,Larceny,winter,1,19
131302,2015-01-01,18:40:00,7A,1000 E PRATT ST,AUTO THEFT,Outside,NONE,211.0,SOUTHEASTERN,Jonestown,-76.60144,39.28799,"(39.2879900000, -76.6014400000)",STREET,1,2015-01-01 18:43:00,Medium,Auto Theft,winter,1,18
131306,2015-01-01,18:00:00,7A,3600 GRANTLEY RD,AUTO THEFT,Outside,NONE,643.0,NORTHWESTERN,Ashburton,-76.67504,39.32863,"(39.3286300000, -76.6750400000)",STREET,1,2015-01-02 08:33:00,Medium,Auto Theft,winter,1,18
131318,2015-01-01,16:00:00,6D,700 W HAMBURG ST,LARCENY FROM AUTO,Outside,NONE,932.0,SOUTHERN,Washington Village/Pigtow,-76.62773,39.28075,"(39.2807500000, -76.6277300000)",STREET,1,2015-01-02 07:55:00,High,Silent Alarm,winter,1,16
131319,2015-01-01,15:30:00,6E,1000 WHATCOAT ST,LARCENY,Outside,NONE,743.0,WESTERN,Sandtown-Winchester,-76.64092,39.30045,"(39.3004500000, -76.6409200000)",STREET,1,2015-01-02 13:31:00,Low,Larceny f/Auto,winter,1,15
131323,2015-01-01,14:44:00,9S,4300 LASALLE AV,SHOOTING,Outside,FIREARM,444.0,NORTHEASTERN,Frankford,-76.54926,39.33772,"(39.3377200000, -76.5492600000)",STREET,1,2015-01-01 14:43:00,High,Shooting,winter,1,14
131324,2015-01-01,14:40:00,4A,4300 LASALLE AV,AGG. ASSAULT,Outside,FIREARM,444.0,NORTHEASTERN,Frankford,-76.54926,39.33772,"(39.3377200000, -76.5492600000)",STREET,1,2015-01-01 14:43:00,High,Shooting,winter,1,14
131329,2015-01-01,14:00:00,6E,800 N MONROE ST,LARCENY,Outside,NONE,722.0,WESTERN,Midtown-Edmondson,-76.64751,39.29796,"(39.2979600000, -76.6475100000)",STREET,1,2015-01-02 22:34:00,Medium,Common Assault,winter,1,14
131331,2015-01-01,14:00:00,6E,2600 W FAIRMOUNT AV,LARCENY,Outside,NONE,842.0,SOUTHWESTERN,Shipley Hill,-76.65871,39.28823,"(39.2882300000, -76.6587100000)",STREET,1,2015-01-01 16:09:00,Medium,NarcoticsOutside,winter,1,14
131334,2015-01-01,13:30:00,7A,400 S CLINTON ST,AUTO THEFT,Outside,NONE,231.0,SOUTHEASTERN,Highlandtown,-76.57004,39.28712,"(39.2871200000, -76.5700400000)",STREET,1,2015-01-01 18:17:00,Medium,Auto Theft,winter,1,13
131335,2015-01-01,13:20:00,4E,3500 N CHARLES ST,COMMON ASSAULT,Inside,HANDS,511.0,NORTHERN,Johns Hopkins Homewood,-76.61809000000002,39.33139,"(39.3313900000, -76.6180900000)",SCHOOL,1,2015-01-01 12:57:00,Medium,Common Assault,winter,1,13
131337,2015-01-01,13:00:00,5A,200 DENISON ST,BURGLARY,Inside,NONE,843.0,SOUTHWESTERN,Allendale,-76.67529,39.29002,"(39.2900200000, -76.6752900000)",ROW/TOWNHO,1,2015-01-01 18:48:00,Medium,Disorderly,winter,1,13
131341,2015-01-01,12:20:00,4E,3500 MOUNT PLEASANT AV,COMMON ASSAULT,Inside,HANDS,223.0,SOUTHEASTERN,Baltimore Highlands,-76.56806,39.29091,"(39.2909100000, -76.5680600000)",ROW/TOWNHO,1,2015-01-01 12:17:00,Medium,Common Assault,winter,1,12
131343,2015-01-01,12:00:00,7A,3800 CLARKS LA,AUTO THEFT,Outside,NONE,632.0,NORTHWESTERN,Glen,-76.70237,39.36032,"(39.3603200000, -76.7023700000)",PARKING LO,1,2015-01-01 15:52:00,Medium,Auto Theft,winter,1,12
131346,2015-01-01,12:00:00,5A,7000 PARK HEIGHTS AV,BURGLARY,Inside,NONE,631.0,NORTHWESTERN,Fallstaff,-76.7043,39.36599,"(39.3659900000, -76.7043000000)",ROW/TOWNHO,1,2015-01-02 16:07:00,Low,Larceny,winter,1,12
131349,2015-01-01,11:30:00,5E,1400 E FAYETTE ST,BURGLARY,Inside,NONE,212.0,SOUTHEASTERN,Washington Hill,-76.59869,39.29273,"(39.2927300000, -76.5986900000)",OTHER - IN,1,2015-01-02 09:20:00,Medium,Burglary,winter,1,11
131353,2015-01-01,11:00:00,6G,200 E PRATT ST,LARCENY,Inside,NONE,112.0,CENTRAL,Inner Harbor,-76.61204000000002,39.28659,"(39.2865900000, -76.6120400000)",SHOPPING M,1,2015-01-01 17:14:00,Low,Larceny,winter,1,11
131354,2015-01-01,10:54:00,3K,400 WATTY CT,ROBBERY - RESIDENCE,Inside,NONE,123.0,CENTRAL,Upton,-76.62574000000002,39.30136,"(39.3013600000, -76.6257400000)",ROW/TOWNHO,1,2015-01-01 11:10:00,Medium,Common Assault,winter,1,10
131356,2015-01-01,10:00:00,6G,1000 LYNDHURST ST,LARCENY,Inside,NONE,844.0,SOUTHWESTERN,Edmondson Village,-76.68143,39.29884000000001,"(39.2988400000, -76.6814300000)",ROW/TOWNHO,1,2015-01-01 15:32:00,Low,Larceny,winter,1,10
131362,2015-01-01,09:00:00,7A,3500 GREENSPRING AV,AUTO THEFT,Outside,NONE,612.0,NORTHWESTERN,Park Circle,-76.65441,39.33091,"(39.3309100000, -76.6544100000)",STREET,1,2015-01-02 16:36:00,Medium,Auto Theft,winter,1,9
131369,2015-01-01,06:50:00,6E,100 N FRONT ST,LARCENY,Outside,NONE,211.0,SOUTHEASTERN,Jonestown,-76.60582,39.29105,"(39.2910500000, -76.6058200000)",PARKING LO,1,2015-01-01 15:31:00,Low,Larceny f/Auto,winter,1,6
131371,2015-01-01,06:04:00,4E,5700 FENWICK AV,COMMON ASSAULT,Inside,HANDS,415.0,NORTHEASTERN,Loch Raven,-76.58585,39.36013,"(39.3601300000, -76.5858500000)",ROW/TOWNHO,1,2015-01-01 05:53:00,Medium,Common Assault,winter,1,6
131372,2015-01-01,06:00:00,4E,2200 SOUTHERN AV,COMMON ASSAULT,Inside,HANDS,421.0,NORTHEASTERN,Lauraville,-76.57689,39.3479,"(39.3479000000, -76.5768900000)",ROW/TOWNHO,1,2015-01-01 05:52:00,Medium,Common Assault,winter,1,6
131382,2015-01-01,04:00:00,7A,1500 MORELAND AV,AUTO THEFT,Outside,NONE,723.0,WESTERN,Coppin Heights/Ash-Co-Eas,-76.65572,39.30497,"(39.3049700000, -76.6557200000)",STREET,1,2015-01-01 08:34:00,Medium,Auto Theft,winter,1,4
131390,2015-01-01,03:00:00,4E,1900 W BALTIMORE ST,COMMON ASSAULT,Inside,HANDS,714.0,WESTERN,Penrose/Fayette Street Ou,-76.64745,39.28817,"(39.2881700000, -76.6474500000)",APT/CONDO,1,2015-01-01 03:24:00,Medium,Common Assault,winter,1,3
131399,2015-01-01,02:00:00,4E,100 W FAYETTE ST,COMMON ASSAULT,Inside,HANDS,111.0,CENTRAL,Downtown,-76.61695,39.29036,"(39.2903600000, -76.6169500000)",HOTEL/MOTE,1,2015-01-01 02:26:00,Medium,Common Assault,winter,1,2
131401,2015-01-01,01:59:00,4E,4200 SHAMROCK AV,COMMON ASSAULT,Inside,HANDS,442.0,NORTHEASTERN,Belair-Edison,-76.56528,39.32807,"(39.3280700000, -76.5652800000)",ROW/TOWNHO,1,2015-01-01 01:47:00,Medium,Common Assault,winter,1,1
131403,2015-01-01,01:30:00,5E,6500 FRANKFORD AV,BURGLARY,Inside,NONE,441.0,NORTHEASTERN,Pulaski Industrial Area,-76.54065,39.31385,"(39.3138500000, -76.5406500000)",HOTEL/MOTE,1,2015-01-02 23:36:00,Low,Destruct Propty,winter,1,1
131404,2015-01-01,01:01:00,6E,2000 W BALTIMORE ST,LARCENY,Outside,NONE,714.0,WESTERN,Penrose/Fayette Street Ou,-76.64888,39.2881,"(39.2881000000, -76.6488800000)",STREET,1,2015-01-01 15:55:00,Non-Emergency,Transport,winter,1,1
131409,2015-01-01,01:00:00,6G,1200 E PRESTON ST,LARCENY,Inside,NONE,343.0,EASTERN,Oliver,-76.60134000000002,39.30507,"(39.3050700000, -76.6013400000)",ROW/TOWNHO,1,2015-01-01 09:21:00,Low,Larceny,winter,1,1
131410,2015-01-01,01:00:00,6E,1200 N BENTALOU ST,LARCENY,Outside,NONE,723.0,WESTERN,Bridgeview/Greenlawn,-76.65366999999998,39.3018,"(39.3018000000, -76.6536700000)",STREET,1,2015-01-01 12:52:00,Low,Larceny f/Auto,winter,1,1
131413,2015-01-01,00:33:00,4E,100 E LOMBARD ST,COMMON ASSAULT,Outside,HANDS,111.0,CENTRAL,Downtown,-76.61355,39.28778,"(39.2877800000, -76.6135500000)",STREET,1,2015-01-01 00:51:00,Medium,Common Assault,winter,1,0
131153,2015-01-02,23:47:00,4E,400 ILCHESTER AV,COMMON ASSAULT,Inside,HANDS,513.0,NORTHERN,Harwood,-76.6102,39.32282,"(39.3228200000, -76.6102000000)",APT/CONDO,1,2015-01-02 18:58:00,High,Silent Alarm,winter,1,23
131155,2015-01-02,22:40:00,6J,5200 EASTBURY AV,LARCENY,Outside,NONE,443.0,NORTHEASTERN,Frankford,-76.55098000000002,39.3221,"(39.3221000000, -76.5509800000)",PARKING LO,1,2015-01-03 16:36:00,Medium,*BY THREAT,winter,1,22
131157,2015-01-02,22:25:00,4E,800 N MONROE ST,COMMON ASSAULT,Inside,HANDS,722.0,WESTERN,Harlem Park,-76.64744,39.29797,"(39.2979700000, -76.6474400000)",ROW/TOWNHO,1,2015-01-02 22:34:00,Medium,Common Assault,winter,1,22
131158,2015-01-02,22:00:00,6E,5000 NORTHWOOD DR,LARCENY,Outside,NONE,413.0,NORTHEASTERN,New Northwood,-76.59658,39.35106,"(39.3510600000, -76.5965800000)",STREET,1,2015-01-03 12:38:00,Low,Larceny f/Auto,winter,1,22
131161,2015-01-02,21:07:00,5A,5100 FREDERICK AV,BURGLARY,Inside,NONE,833.0,SOUTHWESTERN,Beechfield,-76.7009,39.281,"(39.2810000000, -76.7009000000)",ROW/TOWNHO,1,2015-01-02 21:05:00,Medium,Burglary,winter,1,21
131163,2015-01-02,21:00:00,7A,300 CORNWALL ST,AUTO THEFT,Outside,NONE,241.0,SOUTHEASTERN,Hopkins Bayview,-76.54484000000002,39.28936,"(39.2893600000, -76.5448400000)",STREET,1,2015-01-03 14:20:00,Medium,911/No Voice,winter,1,21
131164,2015-01-02,21:00:00,6D,100 N CURLEY ST,LARCENY FROM AUTO,Outside,NONE,222.0,SOUTHEASTERN,Patterson Park Neighborho,-76.57563,39.29396,"(39.2939600000, -76.5756300000)",STREET,1,2015-01-03 12:55:00,Low,Larceny f/Auto,winter,1,21
131165,2015-01-02,20:30:00,6G,100 INTERNATIONAL PL,LARCENY,Inside,NONE,211.0,SOUTHEASTERN,Inner Harbor,-76.60181,39.28275,"(39.2827500000, -76.6018100000)",OTHER - IN,1,2015-01-02 20:39:00,Low,Larceny,winter,1,20
131166,2015-01-02,20:30:00,6G,1200 BROENING HW,LARCENY,Inside,NONE,233.0,SOUTHEASTERN,Medford,-76.54365,39.2799,"(39.2799000000, -76.5436500000)",OTHER/RESI,1,2015-01-03 16:59:00,Medium,Disorderly,winter,1,20
131168,2015-01-02,20:00:00,6G,0 N EAST AV,LARCENY,Inside,NONE,222.0,SOUTHEASTERN,Patterson Park Neighborho,-76.57243000000003,39.29276,"(39.2927600000, -76.5724300000)",ROW/TOWNHO,1,2015-01-02 22:35:00,Medium,*POLICE INFO,winter,1,20
131170,2015-01-02,19:50:00,6C,2400 N CHARLES ST,LARCENY,Inside,NONE,514.0,NORTHERN,Old Goucher,-76.61686999999998,39.31645,"(39.3164500000, -76.6168700000)",GROCERY/CO,1,2015-01-02 19:46:00,Low,Larceny,winter,1,19
131172,2015-01-02,19:39:00,3AF,3000 OAKCREST AV,ROBBERY - STREET,Outside,FIREARM,424.0,NORTHEASTERN,North Harford Road,-76.54358,39.37088,"(39.3708800000, -76.5435800000)",STREET,1,2015-01-02 19:36:00,High,Robbery Armed,winter,1,19
131173,2015-01-02,19:11:00,3AO,2600 WILKENS AV,ROBBERY - STREET,Outside,OTHER,841.0,SOUTHWESTERN,Millhill,-76.65788,39.27839,"(39.2783900000, -76.6578800000)",STREET,1,2015-01-03 18:02:00,Low,Traffic Stop,winter,1,19
131174,2015-01-02,19:06:00,3AF,1700 PRESBURY ST,ROBBERY - STREET,Outside,FIREARM,742.0,WESTERN,Sandtown-Winchester,-76.64493,39.30798,"(39.3079800000, -76.6449300000)",STREET,1,2015-01-02 21:52:00,Medium,Family Disturb,winter,1,19
131175,2015-01-02,19:06:00,3AF,1700 PRESBURY ST,ROBBERY - STREET,Outside,FIREARM,742.0,WESTERN,Sandtown-Winchester,-76.64493,39.30798,"(39.3079800000, -76.6449300000)",STREET,1,2015-01-02 21:52:00,Medium,Family Disturb,winter,1,19
131176,2015-01-02,19:06:00,3AF,1700 PRESBURY ST,ROBBERY - STREET,Outside,FIREARM,742.0,WESTERN,Sandtown-Winchester,-76.64493,39.30798,"(39.3079800000, -76.6449300000)",STREET,1,2015-01-02 21:52:00,Medium,Family Disturb,winter,1,19
131179,2015-01-02,18:54:00,6D,400 W MULBERRY ST,LARCENY FROM AUTO,Outside,NONE,111.0,CENTRAL,Downtown,-76.6214,39.29384,"(39.2938400000, -76.6214000000)",STREET,1,2015-01-02 18:37:00,Low,Larceny f/Auto,winter,1,18
131183,2015-01-02,18:00:00,6D,1500 BOLTON ST,LARCENY FROM AUTO,Outside,NONE,132.0,CENTRAL,Bolton Hill,-76.62616,39.30702,"(39.3070200000, -76.6261600000)",STREET,1,2015-01-03 11:59:00,Low,Larceny f/Auto,winter,1,18
131186,2015-01-02,17:20:00,3AJF,900 CALWELL RD,ROBBERY - CARJACKING,Outside,FIREARM,832.0,SOUTHWESTERN,Oaklee,-76.68755,39.26789,"(39.2678900000, -76.6875500000)",STREET,1,2015-01-02 17:13:00,High,Car Jacking,winter,1,17
131191,2015-01-02,17:00:00,6D,200 ALBEMARLE ST,LARCENY FROM AUTO,Outside,NONE,211.0,SOUTHEASTERN,Little Italy,-76.60306,39.28725,"(39.2872500000, -76.6030600000)",STREET,1,2015-01-02 17:49:00,Low,Larceny f/Auto,winter,1,17
131192,2015-01-02,16:39:00,3JF,1300 E LANVALE ST,ROBBERY - RESIDENCE,Inside,FIREARM,343.0,EASTERN,Oliver,-76.60081,39.30939,"(39.3093900000, -76.6008100000)",APT/CONDO,1,2015-01-02 16:34:00,Medium,Burglary,winter,1,16
131193,2015-01-02,16:39:00,3JF,1300 E LANVALE ST,ROBBERY - RESIDENCE,Inside,FIREARM,343.0,EASTERN,Oliver,-76.60081,39.30939,"(39.3093900000, -76.6008100000)",APT/CONDO,1,2015-01-02 16:34:00,Medium,Burglary,winter,1,16
131194,2015-01-02,16:39:00,3JF,1300 E LANVALE ST,ROBBERY - RESIDENCE,Inside,FIREARM,343.0,EASTERN,Oliver,-76.60081,39.30939,"(39.3093900000, -76.6008100000)",APT/CONDO,1,2015-01-02 16:34:00,Medium,Burglary,winter,1,16
131200,2015-01-02,16:00:00,6E,800 HARFORD CT,LARCENY,Outside,NONE,312.0,EASTERN,Oldtown,-76.60507,39.29923,"(39.2992300000, -76.6050700000)",STREET,1,2015-01-03 17:47:00,Low,Larceny f/Auto,winter,1,16
131201,2015-01-02,15:50:00,4E,1500 BROENING HW,COMMON ASSAULT,Outside,HANDS,233.0,SOUTHEASTERN,Canton Industrial Area,-76.5436,39.27536,"(39.2753600000, -76.5436000000)",STREET,1,2015-01-02 16:07:00,Medium,Common Assault,winter,1,15
131203,2015-01-02,15:30:00,5A,3800 ELMORA AV,BURGLARY,Inside,NONE,432.0,NORTHEASTERN,Belair-Edison,-76.56461999999998,39.31636,"(39.3163600000, -76.5646200000)",SINGLE HOU,1,2015-01-02 17:46:00,Medium,Burglary,winter,1,15
131204,2015-01-02,15:01:00,6J,1400 MARSHALL ST,LARCENY,Inside,NONE,942.0,SOUTHERN,South Baltimore,-76.61261999999998,39.27374,"(39.2737400000, -76.6126200000)",ROW/TOWNHO,1,2015-01-02 17:20:00,Low,Larceny,winter,1,15
131205,2015-01-02,15:00:00,6J,1500 WASHINGTON BD,LARCENY,Outside,NONE,935.0,SOUTHERN,Carroll Park,-76.63745,39.27907,"(39.2790700000, -76.6374500000)",YARD,1,2015-01-02 13:52:00,Medium,911/No Voice,winter,1,15
131212,2015-01-02,14:15:00,7A,0 N KOSSUTH ST,AUTO THEFT,Outside,NONE,842.0,SOUTHWESTERN,Saint Josephs,-76.67443,39.28774,"(39.2877400000, -76.6744300000)",STREET,1,2015-01-02 14:21:00,Medium,Auto Theft,winter,1,14
131213,2015-01-02,14:00:00,5B,3000 HUDSON ST,BURGLARY,Inside,NONE,232.0,SOUTHEASTERN,Canton,-76.57359,39.28232,"(39.2823200000, -76.5735900000)",ROW/TOWNHO,1,2015-01-02 15:47:00,Medium,Burglary,winter,1,14
131214,2015-01-02,13:50:00,5A,3900 COLBORNE RD,BURGLARY,Inside,NONE,844.0,SOUTHWESTERN,Edmondson Village,-76.68213,39.29784,"(39.2978400000, -76.6821300000)",ROW/TOWNHO,1,2015-01-02 12:57:00,Medium,Burglary,winter,1,13
131215,2015-01-02,13:46:00,4D,400 CATHEDRAL ST,AGG. ASSAULT,Inside,HANDS,111.0,CENTRAL,Downtown,-76.61685,39.29415,"(39.2941500000, -76.6168500000)",LIBRARY,1,2015-01-02 13:42:00,Medium,Common Assault,winter,1,13
131217,2015-01-02,13:01:00,5A,5600 GOVANE AV,BURGLARY,Inside,NONE,523.0,NORTHERN,Mid-Govans,-76.60703000000002,39.3577,"(39.3577000000, -76.6070300000)",ROW/TOWNHO,1,2015-01-02 22:01:00,Medium,Burglary,winter,1,13
131218,2015-01-02,13:00:00,4A,3500 ESTHER PL,AGG. ASSAULT,Outside,FIREARM,223.0,SOUTHEASTERN,Baltimore Highlands,-76.56834,39.29433,"(39.2943300000, -76.5683400000)",STREET,1,2015-01-02 13:00:00,High,Aggrav Assault,winter,1,13
