AGG. ASSAULT,0
ARSON,1
ASSAULT BY THREAT,2
AUTO THEFT,3
BURGLARY,4
COMMON ASSAULT,5
HOMICIDE,6
LARCENY,7
LARCENY FROM AUTO,8
ROBBERY - CARJACKING,9
ROBBERY - COMMERCIAL,10
ROBBERY - RESIDENCE,11
ROBBERY - STREET,12
SEXUAL ASSAULT,13
SHOOTING,14
