Description,Post,District,Neighborhood,Longitude,Latitude,Premise,CallDescription,Year,median_household_income,households_below_poverty,perc18_24,perc25_64,perc65up,perc_asian,perc_aa,perc_hisp,perc_white,median_price_homes_sold,racial_diversity_index,num_households,Month,crime_hour,Outside,Weapon_FIREARM,Weapon_HANDS,Weapon_KNIFE,Weapon_NONE,Weapon_OTHER,call_hour,Season_autumn,Season_spring,Season_summer,Season_winter,Holiday,Weekend,Priority_HIGH,Priority_LOW,Priority_MEDIUM,Priority_NON-EMERGENCY,Priority_OUT OF SERVICE,Priority_UNKNOWN
7,231.0,5,108,-76.56432,39.2896,41,75,2015,41538.1538461538,13.0692167577413,6.92607003891051,55.7392996108949,12.3735408560311,1.94552529182879,14.2509727626459,31.8871595330739,45.8463035019455,84950.0,75.5647088951146,88000.0,8,12,0,0,0,0,1,0,12,0,0,1,0,0,1,0,1,0,0,0,0
0,922.0,6,43,-76.62645,39.24343,57,15,2015,22403.3653846154,45.5329949238579,10.6544901065449,43.9175740545604,8.19576162041916,1.00690785622292,88.9240135815478,4.65987589275261,2.61093548764782,19109.0,25.5032214143137,38000.0,11,9,0,1,0,0,0,0,9,1,0,0,0,0,0,1,0,0,0,0,0
3,923.0,6,129,-76.65021999999999,39.25537,67,44,2015,40478.6276595745,23.7055520898316,8.19695664656905,56.4312374389894,6.86190066035027,2.18202698822854,69.7817973011772,5.62733275911571,21.4183175423486,32300.0,48.5632397255528,50000.0,4,12,1,0,0,0,1,0,13,0,1,0,0,0,0,0,1,0,0,0,0
0,421.0,2,131,-76.57664,39.34548,67,15,2015,66010.877443609,9.35610103166133,8.13260390299665,61.0190250673634,12.0600963501266,2.4985710786315,55.8095860210664,2.35159630930024,35.4045888789091,106000.0,56.9231614992498,129000.0,8,13,1,1,0,0,0,0,13,0,0,1,0,0,1,1,0,0,0,0,0
0,321.0,1,63,-76.59066999999999,39.29642,10,15,2015,14417.9060509554,44.3850267379679,13.4194938072159,48.7345180398492,13.2579429186861,2.13247172859451,88.3144857296715,1.17393645665051,8.01292407108239,94250.0,22.981281169973,149900.0,6,21,1,0,1,0,0,0,21,0,1,0,0,0,0,1,0,0,0,0,0
3,911.0,6,106,-76.5722,39.20742,67,27,2015,36679.0534351145,28.3595641646489,10.0916176671681,56.413236701764,6.30384247230959,1.37426500752085,37.5974292356078,11.3291398878709,45.2140024613702,37500.0,69.857509618114,45000.0,6,14,1,0,0,0,1,0,9,0,0,1,0,0,0,0,0,1,0,0,0
3,443.0,2,83,-76.54305,39.31611,45,27,2015,39300.3550347222,16.8560253306016,9.58609341378001,59.0143875785832,9.40466646976921,4.74241593181722,75.6044048774313,3.80574659297076,14.3074131893169,69950.0,43.8512220954226,94500.0,5,18,1,0,0,0,1,0,18,0,1,0,0,0,0,0,0,0,0,0,1
8,822.0,7,239,-76.69199,39.29015,45,76,2015,36701.906741573,24.1471215351812,10.3171641791045,51.0012437810945,13.5385572139304,0.422885572139304,86.865671641791,1.56094527363184,8.95522388059701,35500.0,24.7291528613101,42500.0,7,14,1,0,0,0,1,0,14,0,0,1,0,0,1,0,1,0,0,0,0
5,212.0,5,240,-76.58667,39.28873,67,40,2015,82263.222972973,6.16438356164384,5.74784980071324,77.5435284245857,5.97860289490245,4.61506188378435,5.38074260541221,13.9081183134047,73.673169708412,255000.0,50.3365140665666,249000.0,8,19,1,0,1,0,0,0,23,0,0,1,0,0,0,0,0,1,0,0,0
3,412.0,2,70,-76.5923,39.33787,67,27,2015,35686.137254902,14.2767295597484,9.13288866085172,58.2093381221139,14.7639815289892,2.32170343766034,75.846587993843,1.26988199076449,15.7260133401745,55000.0,40.3649947353663,79200.0,7,21,1,0,0,0,1,0,7,0,0,1,0,0,0,0,0,1,0,0,0
12,631.0,4,204,-76.70682,39.35945,45,109,2015,39690.7506702413,19.7963800904977,7.45750953867499,50.2428026361429,17.7997456353336,2.05804139206845,61.8048329286623,5.74632905538212,26.9048444906926,63500.0,57.6969044095538,102600.0,6,23,1,0,0,0,1,0,23,0,1,0,0,0,0,1,0,0,0,0,0
12,932.0,6,248,-76.62612,39.28163,67,109,2015,39159.000600158324,24.033555199685182,9.02492727950311,55.59780595357484,10.239968694581178,1.726552379922817,67.28079823845854,5.066092851853547,23.252498387386797,62907.142857142855,47.0403234706802,80566.19047619047,9,18,1,0,0,0,0,1,18,0,0,1,0,0,1,1,0,0,0,0,0
2,822.0,7,116,-76.69909,39.29513,59,14,2015,51537.5820754717,11.1696522655427,8.09616536848412,56.3810665068904,10.6051527860995,0.838825644098262,78.0781905332534,2.83852606351108,15.4433792690234,126000.0,39.162063095899,139500.0,10,11,0,0,0,0,1,0,12,1,0,0,0,0,0,0,0,1,0,0,0
1,123.0,0,241,-76.63291,39.30379,57,55,2015,17042.1172680412,46.6466466466466,11.7664581471552,46.1026710356469,10.3961870717903,1.47949558137226,93.0493496177142,0.506404527852249,3.53490219441962,60000.0,13.6921512053331,53465.0,4,12,0,0,0,0,1,0,12,0,1,0,0,0,0,1,0,0,0,0,0
5,922.0,6,43,-76.62805999999999,39.24715,57,40,2015,22403.3653846154,45.5329949238579,10.6544901065449,43.9175740545604,8.19576162041916,1.00690785622292,88.9240135815478,4.65987589275261,2.61093548764782,19109.0,25.5032214143137,38000.0,3,12,0,0,1,0,0,0,12,0,1,0,0,0,0,0,0,1,0,0,0
8,512.0,3,42,-76.61457,39.32808,67,76,2015,32241.1382211538,23.8470873786408,30.2971732302489,52.0657163566079,7.07900459048079,13.8620439719739,32.0367238463397,5.20053152935492,44.4853829427398,167000.0,67.515184839871,170000.0,1,17,1,0,0,0,1,0,17,0,0,0,1,0,1,0,1,0,0,0,0
8,513.0,3,16,-76.60661,39.32573,67,76,2015,30685.0481481481,25.7916241062308,10.4638734501924,54.3608379649423,12.9970072680633,0.427533133817871,95.0299273193672,1.99871740059855,0.940572894399316,18250.0,13.0427041249364,22000.0,7,22,1,0,0,0,1,0,10,0,0,1,0,0,0,0,1,0,0,0,0
7,631.0,4,204,-76.70273,39.35629,5,120,2015,39690.7506702413,19.7963800904977,7.45750953867499,50.2428026361429,17.7997456353336,2.05804139206845,61.8048329286623,5.74632905538212,26.9048444906926,63500.0,57.6969044095538,102600.0,11,16,0,0,0,0,1,0,17,1,0,0,0,0,0,0,0,1,0,0,0
7,422.0,2,2,-76.56976999999999,39.33446,67,102,2015,66010.877443609,9.35610103166133,8.13260390299665,61.0190250673634,12.0600963501266,2.4985710786315,55.8095860210664,2.35159630930024,35.4045888789091,106000.0,56.9231614992498,129000.0,1,20,1,0,0,0,1,0,16,0,0,0,1,0,1,0,0,0,0,1,0
7,932.0,6,248,-76.62978000000001,39.284290000000006,75,30,2015,39159.000600158324,24.033555199685182,9.02492727950311,55.59780595357484,10.239968694581178,1.726552379922817,67.28079823845854,5.066092851853547,23.252498387386797,62907.142857142855,47.0403234706802,80566.19047619047,11,9,1,0,0,0,1,0,13,1,0,0,0,0,1,0,1,0,0,0,0
7,632.0,4,44,-76.67708,39.36862,67,76,2015,55964.3157894737,8.1165452653486,8.93264840182649,45.4837328767123,17.2303082191781,6.37842465753425,19.1352739726027,2.04052511415525,71.1401255707763,200000.0,45.0586363790104,165000.0,3,21,1,0,0,0,1,0,8,0,0,0,1,0,0,0,1,0,0,0,0
8,933.0,6,237,-76.63842,39.28751,75,76,2015,25151.9033149171,32.983682983683,8.36785901849799,53.5916438116356,11.2388399369785,1.28960728248818,74.2253603314466,6.16794071307697,13.9814436599171,15600.0,48.4187509048363,22500.0,4,11,1,0,0,0,1,0,8,0,1,0,0,0,0,0,1,0,0,0,0
8,814.0,7,258,-76.66888,39.30025,67,71,2015,24108.1525641026,35.8477743798845,10.729475447867,51.84946513726,11.4061090346694,0.393091893285217,96.4299523134425,0.380203634488981,0.824848562959144,12550.0,7.18959568030168,26000.0,6,14,1,0,0,0,1,0,2,0,1,0,0,0,1,0,1,0,0,0,0
4,432.0,2,11,-76.55722,39.3189,57,31,2015,38173.9682539683,18.6120712576442,8.92307692307692,54.6523076923077,8.39384615384616,0.547692307692308,88.6953846153846,0.744615384615385,8.84923076923077,42000.0,21.4680878845662,45550.0,2,18,0,0,0,0,1,0,20,0,0,0,1,0,0,0,0,1,0,0,0
4,312.0,1,175,-76.60488000000001,39.30044,2,123,2015,14417.9060509554,44.3850267379679,13.4194938072159,48.7345180398492,13.2579429186861,2.13247172859451,88.3144857296715,1.17393645665051,8.01292407108239,94250.0,22.981281169973,149900.0,10,14,0,0,0,0,1,0,19,1,0,0,0,0,0,0,0,0,1,0,0
8,413.0,2,180,-76.59674,39.33883,67,76,2015,53974.2569124424,7.97453001819284,26.2021358192224,42.728184553661,14.3902295120656,0.973508761578854,85.7100713906425,2.67862410761697,7.36326626939642,120000.0,28.3942604161178,115000.0,1,15,1,0,0,0,1,0,9,0,0,0,1,0,0,0,1,0,0,0,0
3,421.0,2,131,-76.56962,39.35146,67,27,2015,66010.877443609,9.35610103166133,8.13260390299665,61.0190250673634,12.0600963501266,2.4985710786315,55.8095860210664,2.35159630930024,35.4045888789091,106000.0,56.9231614992498,129000.0,1,22,1,0,0,0,1,0,8,0,0,0,1,0,1,0,0,1,0,0,0
7,842.0,7,219,-76.67249,39.28884,67,75,2015,36701.906741573,24.1471215351812,10.3171641791045,51.0012437810945,13.5385572139304,0.422885572139304,86.865671641791,1.56094527363184,8.95522388059701,35500.0,24.7291528613101,42500.0,10,20,1,0,0,0,1,0,20,1,0,0,0,0,0,0,1,0,0,0,0
3,415.0,2,195,-76.58149,39.35296,67,27,2015,53974.2569124424,7.97453001819284,26.2021358192224,42.728184553661,14.3902295120656,0.973508761578854,85.7100713906425,2.67862410761697,7.36326626939642,120000.0,28.3942604161178,115000.0,12,17,1,0,0,0,1,0,17,1,0,0,0,0,1,0,0,1,0,0,0
4,641.0,4,259,-76.68939,39.31756,57,31,2015,39204.7663551402,20.3405865657521,9.37156668863986,54.4605581190947,15.3482751043727,0.0549329817622501,95.0010986596352,1.4062843331136,2.14238628872775,50150.0,11.741920322846,65500.0,1,18,0,0,0,0,1,0,18,0,0,0,1,0,1,0,0,1,0,0,0
12,632.0,4,89,-76.70044,39.36181,45,45,2015,39690.7506702413,19.7963800904977,7.45750953867499,50.2428026361429,17.7997456353336,2.05804139206845,61.8048329286623,5.74632905538212,26.9048444906926,63500.0,57.6969044095538,102600.0,7,12,1,1,0,0,0,0,12,0,0,1,0,0,0,1,0,0,0,0,0
0,733.0,8,191,-76.64218000000001,39.30896,31,42,2015,34879.2634730539,29.2645556690501,9.08661119515885,55.5786686838124,10.731845688351,0.349848714069592,84.9848714069591,1.85325264750378,10.5238275340393,78950.0,29.1703693556245,78950.0,1,19,0,0,0,1,0,0,19,0,0,0,1,0,0,1,0,0,0,0,0
3,132.0,0,19,-76.62199,39.30747,67,27,2015,41170.4607250755,7.5716603569497,18.3622189291927,61.8710134656272,13.5558275884286,8.63990722247278,29.9594098318407,5.77282391598479,52.322659622447,220000.0,64.7467184435098,220000.0,1,16,1,0,0,0,1,0,16,0,0,0,1,0,1,0,0,1,0,0,0
8,132.0,0,19,-76.62201999999999,39.30689,67,75,2015,41170.4607250755,7.5716603569497,18.3622189291927,61.8710134656272,13.5558275884286,8.63990722247278,29.9594098318407,5.77282391598479,52.322659622447,220000.0,64.7467184435098,220000.0,11,16,1,0,0,0,1,0,15,1,0,0,0,0,0,0,1,0,0,0,0
8,212.0,5,240,-76.58801,39.28877,67,76,2015,82263.222972973,6.16438356164384,5.74784980071324,77.5435284245857,5.97860289490245,4.61506188378435,5.38074260541221,13.9081183134047,73.673169708412,255000.0,50.3365140665666,249000.0,10,16,1,0,0,0,1,0,22,1,0,0,0,0,0,0,1,0,0,0,0
12,412.0,2,70,-76.59423000000001,39.33097,67,40,2015,35686.137254902,14.2767295597484,9.13288866085172,58.2093381221139,14.7639815289892,2.32170343766034,75.846587993843,1.26988199076449,15.7260133401745,55000.0,40.3649947353663,79200.0,11,10,1,0,0,0,1,0,15,1,0,0,0,1,0,0,0,1,0,0,0
8,514.0,3,174,-76.61913,39.31774,67,46,2015,32241.1382211538,23.8470873786408,30.2971732302489,52.0657163566079,7.07900459048079,13.8620439719739,32.0367238463397,5.20053152935492,44.4853829427398,167000.0,67.515184839871,170000.0,6,9,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3,442.0,2,186,-76.55991999999999,39.32512,67,27,2015,39300.3550347222,16.8560253306016,9.58609341378001,59.0143875785832,9.40466646976921,4.74241593181722,75.6044048774313,3.80574659297076,14.3074131893169,69950.0,43.8512220954226,94500.0,10,0,1,0,0,0,1,0,12,1,0,0,0,0,0,0,0,1,0,0,0
7,943.0,6,137,-76.60076,39.27142,29,80,2015,39841.69700735735,23.8470873786408,8.36785901849799,55.075718190001396,9.890578060083559,1.620709252456495,65.19181182693275,8.69565217391304,30.9928078890784,59000.0,56.9466520526384,67750.0,1,18,0,0,0,0,1,0,12,0,0,0,1,0,0,0,0,1,0,0,0
7,942.0,6,226,-76.61264,39.27393,57,75,2015,97440.9627906977,3.70101596516691,6.12935042975905,74.7358038607862,7.82020572072707,3.3535296604199,2.43764971114555,5.01620402987178,87.7412991404819,306000.0,27.0252037941371,306000.0,10,11,0,0,0,0,1,0,13,1,0,0,0,0,0,0,1,0,0,0,0
7,113.0,0,60,-76.61535,39.28644,50,75,2015,46132.8669064748,5.45454545454545,19.668526974463,69.8291899205141,4.41400304414003,12.0243531202435,31.2531709791984,5.46254016573651,46.6768138001015,215000.0,67.5631300479776,207000.0,3,16,0,0,0,0,1,0,11,0,0,0,1,0,0,0,1,0,0,0,0
12,141.0,0,149,-76.61346999999999,39.305690000000006,67,109,2015,45454.4545454545,8.85245901639344,7.95577454632857,54.5727676961904,11.9697151784641,0.889316187958178,67.612065857469,5.54019949525297,22.0886912630693,109500.0,50.6817044242091,125000.0,7,20,1,0,0,0,1,0,20,0,0,1,0,0,0,1,0,0,0,0,0
8,942.0,6,226,-76.61324,39.27358,67,83,2015,97440.9627906977,3.70101596516691,6.12935042975905,74.7358038607862,7.82020572072707,3.3535296604199,2.43764971114555,5.01620402987178,87.7412991404819,306000.0,27.0252037941371,306000.0,7,0,1,0,0,0,1,0,22,0,0,1,0,0,0,0,0,1,0,0,0
12,221.0,5,145,-76.58136999999999,39.29483,67,87,2015,57200.2977099237,26.2806236080178,9.27614311368974,62.902334576599,6.07128056361376,0.884100013814063,34.1690841276419,15.5270064926095,46.7191601049869,189750.0,67.8682864576828,189950.0,1,14,1,0,0,1,0,0,18,0,0,0,1,0,0,0,1,0,0,0,0
7,312.0,1,175,-76.60575,39.30118,51,31,2015,14417.9060509554,44.3850267379679,13.4194938072159,48.7345180398492,13.2579429186861,2.13247172859451,88.3144857296715,1.17393645665051,8.01292407108239,94250.0,22.981281169973,149900.0,8,23,0,0,0,0,1,0,23,0,0,1,0,0,0,0,0,1,0,0,0
7,232.0,5,29,-76.57396,39.28032,54,75,2015,95362.400309119,2.99860529986053,8.18273092369478,73.9583333333333,10.316265060241,3.79016064257028,2.45983935742972,4.91967871485944,86.8473895582329,302900.0,26.29369945924,285500.0,8,16,0,0,0,0,1,0,20,0,0,1,0,0,1,0,1,0,0,0,0
5,111.0,0,59,-76.61975,39.29291,57,40,2015,46132.8669064748,5.45454545454545,19.668526974463,69.8291899205141,4.41400304414003,12.0243531202435,31.2531709791984,5.46254016573651,46.6768138001015,215000.0,67.5631300479776,207000.0,6,10,0,0,1,0,0,0,10,0,1,0,0,0,0,0,0,1,0,0,0
11,541.0,3,52,-76.64534,39.353,2,64,2015,105555.333333333,3.75275938189845,9.13385826771654,49.8687664041995,20.5905511811024,6.95538057742782,6.86351706036745,2.93963254593176,79.6587926509186,269900.0,34.8290620095258,317762.0,1,13,0,1,0,0,0,0,13,0,0,0,1,0,0,1,0,0,0,0,0
7,832.0,7,256,-76.66799,39.27466,17,31,2015,35687.3625,12.5077784691973,5.61510974987238,56.6615620214395,18.8999489535477,2.14395099540582,18.0576824910669,6.64880040837162,70.6610515569168,59000.0,48.8095183712554,70000.0,9,17,0,0,0,0,1,0,5,0,0,1,0,0,0,0,0,1,0,0,0
0,641.0,4,251,-76.68969,39.3217,2,40,2015,39204.7663551402,20.3405865657521,9.37156668863986,54.4605581190947,15.3482751043727,0.0549329817622501,95.0010986596352,1.4062843331136,2.14238628872775,50150.0,11.741920322846,65500.0,6,22,0,0,0,0,0,1,22,0,1,0,0,0,1,0,0,1,0,0,0
7,542.0,3,190,-76.60346,39.33754,42,76,2015,37457.3143459916,21.315570358035,11.4662702099981,52.1092733692622,13.1945734993496,0.157963203865453,89.7138078424085,2.3044043858019,5.74242705816763,50000.0,21.5100615135298,60000.0,12,9,1,0,0,0,1,0,8,0,0,0,1,0,0,0,1,0,0,0,0
12,813.0,7,213,-76.66911,39.3063,57,114,2015,31759.0589198036,21.3292117465224,11.0357622672894,52.6069989124176,13.1213613972235,0.204721386987397,97.4409826626575,1.45224233894185,0.358262427227944,17500.0,5.48908692351591,25358.0,2,19,0,1,0,0,0,0,19,0,0,0,1,1,0,1,0,0,0,0,0
8,531.0,3,102,-76.63559000000001,39.33095,1,76,2015,58644.1736641221,7.13874496257916,7.45167562621526,64.3657783369553,13.7081093446186,7.0113233443898,10.734301727096,4.51790003431316,74.8255747455107,184950.0,42.6357060591214,178000.0,10,16,1,0,0,0,1,0,16,1,0,0,0,0,1,0,1,0,0,0,0
8,723.0,8,22,-76.65356,39.29982,67,76,2015,31759.0589198036,21.3292117465224,11.0357622672894,52.6069989124176,13.1213613972235,0.204721386987397,97.4409826626575,1.45224233894185,0.358262427227944,17500.0,5.48908692351591,25358.0,7,1,1,0,0,0,1,0,10,0,0,1,0,0,0,0,1,0,0,0,0
0,426.0,2,246,-76.55854000000001,39.33652,67,15,2015,52708.0625,9.34170991532368,7.20375633263314,60.0518967008526,11.4852341529717,0.642530581984431,54.2073396762634,3.34857284072655,40.3311503768689,144450.0,56.2929502091259,144450.0,2,11,1,0,0,0,0,1,12,0,0,0,1,0,0,1,0,0,0,0,0
5,241.0,5,114,-76.53345,39.29503,67,110,2015,41538.1538461538,13.0692167577413,6.92607003891051,55.7392996108949,12.3735408560311,1.94552529182879,14.2509727626459,31.8871595330739,45.8463035019455,84950.0,75.5647088951146,88000.0,9,8,1,0,1,0,0,0,10,0,0,1,0,0,0,1,0,0,0,0,0
7,141.0,0,149,-76.61667,39.30101,75,75,2015,45454.4545454545,8.85245901639344,7.95577454632857,54.5727676961904,11.9697151784641,0.889316187958178,67.612065857469,5.54019949525297,22.0886912630693,109500.0,50.6817044242091,125000.0,10,17,1,0,0,0,1,0,18,1,0,0,0,0,0,0,1,0,0,0,0
12,711.0,8,84,-76.64269,39.29216,67,124,2015,25151.9033149171,32.983682983683,8.36785901849799,53.5916438116356,11.2388399369785,1.28960728248818,74.2253603314466,6.16794071307697,13.9814436599171,15600.0,48.4187509048363,22500.0,12,20,1,1,0,0,0,0,13,0,0,0,1,1,0,1,0,0,0,0,0
7,111.0,0,59,-76.6198,39.29156,24,75,2015,46132.8669064748,5.45454545454545,19.668526974463,69.8291899205141,4.41400304414003,12.0243531202435,31.2531709791984,5.46254016573651,46.6768138001015,215000.0,67.5631300479776,207000.0,1,13,0,0,0,0,1,0,12,0,0,0,1,0,0,0,0,1,0,0,0
7,222.0,5,188,-76.57101999999999,39.29398,67,76,2015,42618.04241669892,20.78936167712445,9.322342954540698,56.22555898997778,9.951726932600947,1.5934627115295157,55.554185543932036,9.060029134176425,36.953675231515675,107865.11627906977,62.018112422227915,111563.95348837209,7,7,1,0,0,0,1,0,11,0,0,1,0,0,0,0,0,0,0,1,0
7,821.0,7,56,-76.71049000000001,39.31342,31,75,2015,35773.0412371134,21.1886304909561,9.67913020418987,53.7258021744895,9.12224874038717,1.82975338106603,80.2704852824185,1.98886237072395,8.88358525590029,210000.0,36.8899463445369,227550.0,5,9,0,0,0,0,1,0,10,0,1,0,0,0,0,0,1,0,0,0,0
0,221.0,5,145,-76.57996999999999,39.29629,67,15,2015,57200.2977099237,26.2806236080178,9.27614311368974,62.902334576599,6.07128056361376,0.884100013814063,34.1690841276419,15.5270064926095,46.7191601049869,189750.0,67.8682864576828,189950.0,7,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
3,541.0,3,146,-76.64166999999999,39.34353,67,27,2015,58644.1736641221,7.13874496257916,7.45167562621526,64.3657783369553,13.7081093446186,7.0113233443898,10.734301727096,4.51790003431316,74.8255747455107,184950.0,42.6357060591214,178000.0,6,11,1,0,0,0,1,0,18,0,1,0,0,0,0,0,0,1,0,0,0
7,843.0,7,1,-76.67537,39.29145,57,75,2015,36701.906741573,24.1471215351812,10.3171641791045,51.0012437810945,13.5385572139304,0.422885572139304,86.865671641791,1.56094527363184,8.95522388059701,35500.0,24.7291528613101,42500.0,9,16,0,0,0,0,1,0,16,0,0,1,0,1,0,0,1,0,0,0,0
3,532.0,4,132,-76.66811,39.35263,1,27,2015,33139.182464455,17.4418604651163,10.0034228991956,54.2700667465343,17.0973814821154,0.282389183638542,95.9952079411261,0.898511038849906,1.77990758172172,19800.0,8.82797391336189,40000.0,2,10,1,0,0,0,1,0,11,0,0,0,1,0,0,0,0,1,0,0,0
8,842.0,7,193,-76.66478000000001,39.29267,67,76,2015,25151.9033149171,32.983682983683,8.36785901849799,53.5916438116356,11.2388399369785,1.28960728248818,74.2253603314466,6.16794071307697,13.9814436599171,15600.0,48.4187509048363,22500.0,9,20,1,0,0,0,1,0,7,0,0,1,0,0,0,0,1,0,0,0,0
3,641.0,4,103,-76.67461,39.31666,57,27,2015,35968.3926701571,18.307426597582,19.2481688927187,47.4903059026282,15.1658767772512,0.269280482550625,94.3558810857389,0.430848772081,1.91727703576045,36100.0,11.3703966048323,41500.0,12,3,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,1,0,0,0
5,341.0,1,7,-76.61198,39.3144,2,40,2015,32241.1382211538,23.8470873786408,30.2971732302489,52.0657163566079,7.07900459048079,13.8620439719739,32.0367238463397,5.20053152935492,44.4853829427398,167000.0,67.515184839871,170000.0,6,19,0,0,1,0,0,0,19,0,1,0,0,0,0,0,0,1,0,0,0
5,132.0,0,142,-76.62810999999999,39.30534,67,84,2015,17042.1172680412,46.6466466466466,11.7664581471552,46.1026710356469,10.3961870717903,1.47949558137226,93.0493496177142,0.506404527852249,3.53490219441962,60000.0,13.6921512053331,53465.0,3,10,1,0,1,0,0,0,10,0,1,0,0,0,1,0,0,1,0,0,0
5,714.0,8,193,-76.64888,39.2881,31,52,2015,25151.9033149171,32.983682983683,8.36785901849799,53.5916438116356,11.2388399369785,1.28960728248818,74.2253603314466,6.16794071307697,13.9814436599171,15600.0,48.4187509048363,22500.0,4,4,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0
8,143.0,0,223,-76.62147,39.29728,67,76,2015,46132.8669064748,5.45454545454545,19.668526974463,69.8291899205141,4.41400304414003,12.0243531202435,31.2531709791984,5.46254016573651,46.6768138001015,215000.0,67.5631300479776,207000.0,6,18,1,0,0,0,1,0,6,0,1,0,0,0,0,0,1,0,0,0,0
4,312.0,1,175,-76.60129,39.29918,57,40,2015,14417.9060509554,44.3850267379679,13.4194938072159,48.7345180398492,13.2579429186861,2.13247172859451,88.3144857296715,1.17393645665051,8.01292407108239,94250.0,22.981281169973,149900.0,7,12,0,0,0,0,1,0,23,0,0,1,0,0,0,0,0,1,0,0,0
3,922.0,6,43,-76.61946,39.24797,67,27,2015,22403.3653846154,45.5329949238579,10.6544901065449,43.9175740545604,8.19576162041916,1.00690785622292,88.9240135815478,4.65987589275261,2.61093548764782,19109.0,25.5032214143137,38000.0,6,17,1,0,0,0,1,0,6,0,1,0,0,0,1,0,0,1,0,0,0
7,111.0,0,59,-76.62253,39.29146,38,31,2015,46132.8669064748,5.45454545454545,19.668526974463,69.8291899205141,4.41400304414003,12.0243531202435,31.2531709791984,5.46254016573651,46.6768138001015,215000.0,67.5631300479776,207000.0,4,8,0,0,0,0,1,0,9,0,1,0,0,0,0,0,0,1,0,0,0
4,922.0,6,43,-76.62898,39.24776,57,46,2015,22403.3653846154,45.5329949238579,10.6544901065449,43.9175740545604,8.19576162041916,1.00690785622292,88.9240135815478,4.65987589275261,2.61093548764782,19109.0,25.5032214143137,38000.0,5,18,0,0,0,0,1,0,4,0,1,0,0,0,1,0,0,1,0,0,0
4,212.0,5,247,-76.59425,39.28925,6,40,2015,39573.5531914894,38.1044487427466,10.7104984093319,61.3821138211382,5.95616825733475,4.82502651113468,58.4835630965005,8.69565217391304,27.0236832803111,284000.0,61.8036045427342,292900.0,5,6,0,0,0,0,1,0,12,0,1,0,0,0,1,0,0,1,0,0,0
0,211.0,1,123,-76.60784,39.29337,57,46,2015,14417.9060509554,44.3850267379679,13.4194938072159,48.7345180398492,13.2579429186861,2.13247172859451,88.3144857296715,1.17393645665051,8.01292407108239,94250.0,22.981281169973,149900.0,5,12,0,0,1,0,0,0,16,0,1,0,0,0,0,0,0,1,0,0,0
5,812.0,7,76,-76.67596999999999,39.31003,59,81,2015,39204.7663551402,20.3405865657521,9.37156668863986,54.4605581190947,15.3482751043727,0.0549329817622501,95.0010986596352,1.4062843331136,2.14238628872775,50150.0,11.741920322846,65500.0,12,14,0,0,1,0,0,0,12,1,0,0,0,0,0,0,0,1,0,0,0
5,112.0,0,118,-76.61334000000001,39.286570000000005,56,40,2015,88465.2048104956,7.52857705951912,9.37593759375938,67.5067506750675,11.4911491149115,4.81548154815482,12.8412841284128,4.67296729672967,75.5250525052505,290000.0,41.1738570342673,291000.0,7,6,0,0,1,0,0,0,6,0,0,1,0,0,1,0,0,1,0,0,0
8,713.0,8,104,-76.6424,39.29776,67,76,2015,24108.1525641026,35.8477743798845,10.729475447867,51.84946513726,11.4061090346694,0.393091893285217,96.4299523134425,0.380203634488981,0.824848562959144,12550.0,7.18959568030168,26000.0,11,18,1,0,0,0,1,0,5,1,0,0,0,0,0,0,1,0,0,0,0
7,524.0,3,257,-76.60438,39.34241,59,75,2015,37457.3143459916,21.315570358035,11.4662702099981,52.1092733692622,13.1945734993496,0.157963203865453,89.7138078424085,2.3044043858019,5.74242705816763,50000.0,21.5100615135298,60000.0,1,8,0,0,0,0,1,0,18,0,0,0,1,0,0,0,1,0,0,0,0
7,622.0,4,222,-76.70096,39.34483,4,76,2015,48063.837246331976,11.248802621452656,8.565697913483648,54.8136011263828,14.619795806328074,3.7339431963787146,51.547241408004396,3.214105756191662,39.19002483305798,152087.5,42.98517991004201,143912.5,1,13,0,0,0,0,1,0,13,0,0,0,1,0,1,0,1,0,0,0,0
4,541.0,3,146,-76.63887,39.33785,57,31,2015,58644.1736641221,7.13874496257916,7.45167562621526,64.3657783369553,13.7081093446186,7.0113233443898,10.734301727096,4.51790003431316,74.8255747455107,184950.0,42.6357060591214,178000.0,1,23,0,0,0,0,1,0,23,0,0,0,1,0,0,0,0,1,0,0,0
7,411.0,2,48,-76.59767,39.32225,67,76,2015,44102.318986667044,14.570103375684283,8.956598893566134,56.46093251054993,11.85650237322703,1.719332299365423,68.55809134017342,3.805211613965946,21.195789497119097,94189.0756302521,44.661338591077225,108068.73949579832,5,13,1,0,0,0,1,0,15,0,1,0,0,0,0,0,1,0,0,0,0
0,411.0,2,48,-76.59479,39.32127,57,26,2015,44102.318986667044,14.570103375684283,8.956598893566134,56.46093251054993,11.85650237322703,1.719332299365423,68.55809134017342,3.805211613965946,21.195789497119097,94189.0756302521,44.661338591077225,108068.73949579832,2,0,0,0,0,0,0,1,8,0,0,0,1,0,0,0,1,0,0,0,0
