AGG. ASSAULT,0
ARSON,1
ASSAULT BY THREAT,2
AUTO THEFT,3
BURGLARY,4
COMMON ASSAULT,5
HOMICIDE,6
LARCENY,7
LARCENY FROM AUTO,8
SEXUAL ASSULT,9
ROBBERY - CARJACKING,10
ROBBERY - COMMERCIAL,11
ROBBERY - RESIDENCE,12
ROBBERY - STREET,13
SHOOTING,14
