Run ID,Name,Source Type,Source Name,User,Status,boosting,class_weight,max_depth,min_child_samples,min_child_weight,n_estimators,n_jobs,num_class,num_leaves,objective,random_state,reg_alpha,silent,f1_macro
7860c371779a408fb13dce66d2cafb41,,LOCAL,c:\users\administrator\documents\github\dazed-confusion-matrix\venv\lib\site-packages\ipykernel_launcher.py,Administrator,FINISHED,,,14,18,0.11992523968956638,85,-1,15,71,multiclass,42069,0.31205824520203823,,0.39467223394102974
6f9171e1c34b460593596e8831631199,,LOCAL,c:\users\administrator\documents\github\dazed-confusion-matrix\venv\lib\site-packages\ipykernel_launcher.py,Administrator,FINISHED,gbdt,None,16,22,0.025943763664431446,88,-1,15,44,multiclass,42069,0.0018883209376782016,True,0.3940444824835291
a6517043861640a3ac7d3393b1916598,,LOCAL,c:\users\administrator\documents\github\dazed-confusion-matrix\venv\lib\site-packages\ipykernel_launcher.py,Administrator,FINISHED,gbdt,None,15,17,0.0668684011900418,94,-1,15,44,multiclass,42069,0.0008748513999525266,True,0.39406431370333905
